id,folder,fname,sample_type,label,modified_mac
10255.0,w_hi_ie,W_Pc_ie_10-13__10_38_36.pcap.TCP_10-0-0-18_64982_104-244-42-65_443.pcap.Seconds_1444767000.pcap,4.0,16302.0,00:3f:ae:28:0f:10
10256.0,w_hi_ie,W_Pc_ie_11-16__15_47_31.pcap.TCP_10-0-0-11_59064_104-244-42-193_443.pcap.Seconds_1447708800.pcap,4.0,16302.0,00:3f:ae:28:10:10
10257.0,w_hi_ie,W_Pc_ie_10-13__10_38_36.pcap.TCP_10-0-0-18_56336_192-229-233-25_443.pcap.Seconds_1444732200.pcap,4.0,16302.0,00:3f:ae:28:11:10
10258.0,w_hi_ie,W_Pc_ie_09-17__11_38_10.pcap.TCP_10-0-0-16_57594_199-59-149-198_443.pcap.Seconds_1442502600.pcap,4.0,16302.0,00:3f:ae:28:12:10
10259.0,w_hi_ie,W_Pc_ie_11-18__19_41_57.pcap.TCP_10-0-0-11_59197_168-63-124-19_443.pcap.Seconds_1447904400.pcap,4.0,15302.0,00:3b:c6:28:13:10
10260.0,w_hi_ie,W_Pc_ie_10-15__21_45_06.pcap.TCP_10-0-0-18_63523_104-244-42-1_443.pcap.Seconds_1444953600.pcap,4.0,16302.0,00:3f:ae:28:14:10
10261.0,w_hi_ie,W_Pc_ie_10-07__15_04_41.pcap.TCP_10-0-0-18_49878_104-244-42-1_443.pcap.Seconds_1444261800.pcap,4.0,16302.0,00:3f:ae:28:15:10
10262.0,w_hi_ie,W_Pc_ie_09-16__12_42_06.pcap.TCP_10-0-0-16_59317_199-59-149-230_443.pcap.Seconds_1442422200.pcap,4.0,16302.0,00:3f:ae:28:16:10
10263.0,w_hi_ie,W_Pc_ie_10-06__11_17_33.pcap.TCP_10-0-0-16_58703_212-179-154-238_443.pcap.Seconds_1444129800.pcap,4.0,13302.0,00:33:f6:28:17:10
10264.0,w_hi_ie,W_Pc_ie_09-08__18_05_50.pcap.TCP_10-0-0-16_51676_199-59-149-230_443.pcap.Seconds_1441758000.pcap,4.0,16302.0,00:3f:ae:28:18:10
10265.0,w_hi_ie,W_Pc_ie_11-19__19_02_24.pcap.TCP_10-0-0-11_59480_104-244-42-1_443.pcap.Seconds_1447994400.pcap,4.0,16302.0,00:3f:ae:28:19:10
10266.0,w_hi_ie,W_Pc_ie_09-09__11_57_36.pcap.TCP_10-0-0-16_61803_199-59-148-82_443.pcap.Seconds_1441807200.pcap,4.0,16302.0,00:3f:ae:28:1a:10
10267.0,w_hi_ie,W_Pc_ie_10-15__21_45_06.pcap.TCP_10-0-0-18_50867_104-244-42-129_443.pcap.Seconds_1444969800.pcap,4.0,16302.0,00:3f:ae:28:1b:10
10268.0,w_hi_ie,W_Pc_ie_09-17__11_38_10.pcap.TCP_10-0-0-16_52957_199-59-149-198_443.pcap.Seconds_1442536200.pcap,4.0,16302.0,00:3f:ae:28:1c:10
10269.0,w_hi_ie,W_Pc_ie_09-16__12_42_06.pcap.TCP_10-0-0-16_63546_199-59-149-230_443.pcap.Seconds_1442428800.pcap,4.0,16302.0,00:3f:ae:28:1d:10
10270.0,w_hi_ie,W_Pc_ie_09-09__11_57_36.pcap.TCP_10-0-0-16_54660_199-59-148-82_443.pcap.Seconds_1441821000.pcap,4.0,16302.0,00:3f:ae:28:1e:10
10271.0,w_hi_ie,W_Pc_ie_09-16__12_42_06.pcap.TCP_10-0-0-16_53025_199-59-149-230_443.pcap.Seconds_1442413200.pcap,4.0,16302.0,00:3f:ae:28:1f:10
10272.0,w_hi_ie,W_Pc_ie_11-18__19_41_57.pcap.TCP_10-0-0-11_61409_104-244-42-129_443.pcap.Seconds_1447913400.pcap,4.0,16302.0,00:3f:ae:28:20:10
10273.0,w_hi_ie,W_Pc_ie_11-16__15_47_31.pcap.TCP_10-0-0-11_61263_104-244-42-193_443.pcap.Seconds_1447717800.pcap,4.0,16302.0,00:3f:ae:28:21:10
10274.0,w_hi_ie,W_Pc_ie_09-07__19_16_44.pcap.TCP_10-0-0-16_52111_191-234-72-186_443.pcap.Seconds_1441693200.pcap,4.0,14302.0,00:37:de:28:22:10
10275.0,w_hi_ie,W_Pc_ie_11-03__18_25_47.pcap.TCP_10-0-0-18_57057_104-244-42-1_443.pcap.Seconds_1446603000.pcap,4.0,16302.0,00:3f:ae:28:23:10
10276.0,w_hi_ie,W_Pc_ie_11-18__19_41_57.pcap.TCP_10-0-0-11_63803_104-244-43-199_443.pcap.Seconds_1447924200.pcap,4.0,16302.0,00:3f:ae:28:24:10
10277.0,w_hi_ie,W_Pc_ie_11-18__19_41_57.pcap.TCP_10-0-0-11_57584_104-244-42-129_443.pcap.Seconds_1447897200.pcap,4.0,16302.0,00:3f:ae:28:25:10
10278.0,w_hi_ie,W_Pc_ie_10-07__15_04_41.pcap.TCP_10-0-0-18_50020_104-244-42-193_443.pcap.Seconds_1444262400.pcap,4.0,16302.0,00:3f:ae:28:26:10
10279.0,w_hi_ie,W_Pc_ie_11-19__19_02_24.pcap.TCP_10-0-0-11_51923_104-244-42-129_443.pcap.Seconds_1447963200.pcap,4.0,16302.0,00:3f:ae:28:27:10
10280.0,w_hi_ie,W_Pc_ie_09-17__11_38_10.pcap.TCP_10-0-0-16_52965_199-59-149-198_443.pcap.Seconds_1442495400.pcap,4.0,16302.0,00:3f:ae:28:28:10
10281.0,w_hi_ie,W_Pc_ie_09-09__11_57_36.pcap.TCP_10-0-0-16_56924_199-59-148-82_443.pcap.Seconds_1441824600.pcap,4.0,16302.0,00:3f:ae:28:29:10
10282.0,w_hi_ie,W_Pc_ie_10-06__14_03_26.pcap.TCP_10-0-0-16_53243_104-244-42-193_443.pcap.Seconds_1444148400.pcap,4.0,16302.0,00:3f:ae:28:2a:10
10283.0,w_hi_ie,W_Pc_ie_10-15__21_45_06.pcap.TCP_10-0-0-18_65067_104-244-42-65_443.pcap.Seconds_1444960800.pcap,4.0,16302.0,00:3f:ae:28:2b:10
10284.0,w_hi_ie,W_Pc_ie_11-16__15_47_31.pcap.TCP_10-0-0-11_56117_104-244-42-193_443.pcap.Seconds_1447696800.pcap,4.0,16302.0,00:3f:ae:28:2c:10
10285.0,w_hi_ie,W_Pc_ie_10-15__21_45_06.pcap.TCP_10-0-0-18_56470_104-244-42-1_443.pcap.Seconds_1444992000.pcap,4.0,16302.0,00:3f:ae:28:2d:10
10286.0,w_hi_ie,W_Pc_ie_09-08__18_05_50.pcap.TCP_10-0-0-16_53712_65-55-163-222_443.pcap.Seconds_1441785000.pcap,4.0,14302.0,00:37:de:28:2e:10
10287.0,w_hi_ie,W_Pc_ie_09-09__11_57_36.pcap.TCP_10-0-0-16_61613_199-59-148-82_443.pcap.Seconds_1441806600.pcap,4.0,16302.0,00:3f:ae:28:2f:10
10288.0,w_hi_ie,W_Pc_ie_09-16__12_42_06.pcap.TCP_10-0-0-16_56131_199-59-149-230_443.pcap.Seconds_1442417400.pcap,4.0,16302.0,00:3f:ae:28:30:10
10289.0,w_hi_ie,W_Pc_ie_09-17__11_38_10.pcap.TCP_10-0-0-16_61514_199-59-149-198_443.pcap.Seconds_1442508600.pcap,4.0,16302.0,00:3f:ae:28:31:10
10290.0,w_hi_ie,W_Pc_ie_09-16__12_42_06.pcap.TCP_10-0-0-16_58805_199-59-149-230_443.pcap.Seconds_1442421600.pcap,4.0,16302.0,00:3f:ae:28:32:10
10291.0,w_hi_ie,W_Pc_ie_09-09__19_35_35.pcap.TCP_10-0-0-16_65075_157-55-133-204_443.pcap.Seconds_1441864200.pcap,4.0,14302.0,00:37:de:28:33:10
10292.0,w_hi_ie,W_Pc_ie_11-18__19_41_57.pcap.TCP_10-0-0-11_56946_104-244-42-129_443.pcap.Seconds_1447894800.pcap,4.0,16302.0,00:3f:ae:28:34:10
10293.0,w_hi_ie,W_Pc_ie_10-06__14_03_26.pcap.TCP_10-0-0-16_52580_104-244-42-193_443.pcap.Seconds_1444147800.pcap,4.0,16302.0,00:3f:ae:28:35:10
10294.0,w_hi_ie,W_Pc_ie_11-19__19_02_24.pcap.TCP_10-0-0-11_51617_168-63-124-19_443.pcap.Seconds_1447962000.pcap,4.0,15302.0,00:3b:c6:28:36:10
10295.0,w_hi_ie,W_Pc_ie_09-07__19_16_44.pcap.TCP_10-0-0-16_53049_199-59-149-230_443.pcap.Seconds_1441666200.pcap,4.0,16302.0,00:3f:ae:28:37:10
10296.0,w_hi_ie,W_Pc_ie_11-03__18_25_47.pcap.TCP_10-0-0-18_57414_104-244-42-1_443.pcap.Seconds_1446604200.pcap,4.0,16302.0,00:3f:ae:28:38:10
10297.0,w_hi_ie,W_Pc_ie_10-06__14_03_26.pcap.TCP_10-0-0-16_54437_104-244-42-193_443.pcap.Seconds_1444153200.pcap,4.0,16302.0,00:3f:ae:28:39:10
10298.0,w_hi_ie,W_Pc_ie_10-07__15_04_41.pcap.TCP_10-0-0-18_52502_104-244-42-193_443.pcap.Seconds_1444277400.pcap,4.0,16302.0,00:3f:ae:28:3a:10
10299.0,w_hi_ie,W_Pc_ie_11-16__15_47_31.pcap.TCP_10-0-0-11_54081_104-244-43-7_443.pcap.Seconds_1447688400.pcap,4.0,16302.0,00:3f:ae:28:3b:10
10300.0,w_hi_ie,W_Pc_ie_11-18__19_41_57.pcap.TCP_10-0-0-11_64162_168-63-124-19_443.pcap.Seconds_1447926000.pcap,4.0,15302.0,00:3b:c6:28:3c:10
10301.0,w_hi_ie,W_Pc_ie_11-19__19_02_24.pcap.TCP_10-0-0-11_58306_104-244-42-1_443.pcap.Seconds_1447989600.pcap,4.0,16302.0,00:3f:ae:28:3d:10
10302.0,w_hi_ie,W_Pc_ie_09-07__19_16_44.pcap.TCP_10-0-0-16_58427_199-59-149-230_443.pcap.Seconds_1441698600.pcap,4.0,16302.0,00:3f:ae:28:3e:10
10303.0,w_hi_ie,W_Pc_ie_09-16__12_42_06.pcap.TCP_10-0-0-16_49562_199-59-149-230_443.pcap.Seconds_1442407800.pcap,4.0,16302.0,00:3f:ae:28:3f:10
10304.0,w_hi_ie,W_Pc_ie_11-03__18_25_47.pcap.TCP_10-0-0-18_58524_104-244-42-1_443.pcap.Seconds_1446609000.pcap,4.0,16302.0,00:3f:ae:28:40:10
10305.0,w_hi_ie,W_Pc_ie_09-07__19_16_44.pcap.TCP_10-0-0-16_63867_199-59-149-230_443.pcap.Seconds_1441661400.pcap,4.0,16302.0,00:3f:ae:28:41:10
