,source,target,weight,id
0,"('13.93.202.50', 443)","('172.217.20.110', 443)",1,0
1,"('13.93.202.50', 443)","('172.217.168.230', 443)",1,0
2,"('13.93.202.50', 443)","('67.43.7.192', 443)",2,0
3,"('13.93.202.50', 443)","('172.217.168.195', 443)",1,0
4,"('13.93.202.50', 443)","('151.101.0.166', 443)",1,0
5,"('13.93.202.50', 443)","('52.59.88.2', 443)",1,0
6,"('13.93.202.50', 443)","('216.137.59.118', 443)",1,0
7,"('13.93.202.50', 443)","('172.217.168.227', 443)",2,0
8,"('13.93.202.50', 443)","('104.244.42.136', 443)",1,0
9,"('13.93.202.50', 443)","('185.113.25.55', 443)",1,0
10,"('13.93.202.50', 443)","('209.160.67.102', 443)",1,0
11,"('13.93.202.50', 443)","('172.217.17.42', 443)",1,0
12,"('13.93.202.50', 443)","('208.67.222.222', 53)",2,0
13,"('13.93.202.50', 443)","('151.101.2.109', 443)",1,0
14,"('13.93.202.50', 443)","('104.16.206.165', 443)",1,0
15,"('13.93.202.50', 443)","('152.195.53.200', 443)",1,0
16,"('13.93.202.50', 443)","('190.153.242.131', 443)",1,0
17,"('13.93.202.50', 443)","('85.195.124.227', 443)",1,0
18,"('13.93.202.50', 443)","('43.251.41.28', 443)",1,0
19,"('13.93.202.50', 443)","('108.177.126.155', 443)",1,0
20,"('13.93.202.50', 443)","('8.247.209.252', 443)",1,0
21,"('13.93.202.50', 443)","('216.137.59.8', 443)",1,0
22,"('13.93.202.50', 443)","('23.5.109.152', 443)",1,0
23,"('13.93.202.50', 443)","('8.248.1.252', 443)",1,0
24,"('13.93.202.50', 443)","('45.34.10.165', 443)",1,0
25,"('13.93.202.50', 443)","('52.58.178.254', 443)",1,0
26,"('13.93.202.50', 443)","('216.239.38.21', 443)",1,0
27,"('13.93.202.50', 443)","('172.217.17.68', 443)",1,0
28,"('13.93.202.50', 443)","('172.217.168.206', 443)",1,0
29,"('13.93.202.50', 443)","('209.160.66.5', 443)",1,0
30,"('13.93.202.50', 443)","('172.217.168.238', 443)",1,0
31,"('13.93.202.50', 443)","('216.58.211.106', 443)",1,0
32,"('13.93.202.50', 443)","('172.217.20.98', 443)",2,0
33,"('13.93.202.50', 443)","('52.239.242.148', 443)",1,0
34,"('13.93.202.50', 443)","('172.106.80.2', 443)",1,0
35,"('13.93.202.50', 443)","('92.122.254.10', 443)",1,0
36,"('13.93.202.50', 443)","('93.158.134.36', 443)",1,0
37,"('13.93.202.50', 443)","('23.111.9.35', 443)",1,0
38,"('13.93.202.50', 443)","('172.217.168.194', 443)",2,0
39,"('13.93.202.50', 443)","('104.103.206.89', 443)",1,0
40,"('172.217.20.110', 443)","('172.217.168.230', 443)",2,0
41,"('172.217.20.110', 443)","('67.43.7.192', 443)",1,0
42,"('172.217.20.110', 443)","('172.217.168.195', 443)",3,0
43,"('172.217.20.110', 443)","('151.101.0.166', 443)",1,0
44,"('172.217.20.110', 443)","('52.59.88.2', 443)",1,0
45,"('172.217.20.110', 443)","('216.137.59.118', 443)",1,0
46,"('172.217.20.110', 443)","('172.217.168.227', 443)",3,0
47,"('172.217.20.110', 443)","('104.244.42.136', 443)",1,0
48,"('172.217.20.110', 443)","('185.113.25.55', 443)",1,0
49,"('172.217.20.110', 443)","('209.160.67.102', 443)",1,0
50,"('172.217.20.110', 443)","('172.217.17.42', 443)",1,0
51,"('172.217.20.110', 443)","('208.67.222.222', 53)",4,0
52,"('172.217.20.110', 443)","('151.101.2.109', 443)",1,0
53,"('172.217.20.110', 443)","('104.16.206.165', 443)",1,0
54,"('172.217.20.110', 443)","('152.195.53.200', 443)",1,0
55,"('172.217.20.110', 443)","('190.153.242.131', 443)",1,0
56,"('172.217.20.110', 443)","('85.195.124.227', 443)",1,0
57,"('172.217.20.110', 443)","('43.251.41.28', 443)",1,0
58,"('172.217.20.110', 443)","('108.177.126.155', 443)",3,0
59,"('172.217.20.110', 443)","('8.247.209.252', 443)",1,0
60,"('172.217.20.110', 443)","('216.137.59.8', 443)",1,0
61,"('172.217.20.110', 443)","('23.5.109.152', 443)",1,0
62,"('172.217.20.110', 443)","('8.248.1.252', 443)",1,0
63,"('172.217.20.110', 443)","('45.34.10.165', 443)",1,0
64,"('172.217.20.110', 443)","('52.58.178.254', 443)",2,0
65,"('172.217.20.110', 443)","('216.239.38.21', 443)",1,0
