,source,target,weight,id
0,"('172.217.19.194', 443)","('151.101.2.2', 443)",3,0
1,"('172.217.19.194', 443)","('104.16.87.26', 443)",1,0
2,"('172.217.19.194', 443)","('104.16.118.25', 443)",1,0
3,"('172.217.19.194', 443)","('151.101.2.110', 443)",3,0
4,"('172.217.19.194', 443)","('52.94.208.72', 443)",1,0
5,"('172.217.19.194', 443)","('52.208.178.139', 443)",2,0
6,"('172.217.19.194', 443)","('34.240.85.186', 443)",1,0
7,"('172.217.19.194', 443)","('68.232.35.198', 443)",1,0
8,"('172.217.19.194', 443)","('23.62.124.104', 443)",6,0
9,"('172.217.19.194', 443)","('54.222.60.218', 443)",1,0
10,"('172.217.19.194', 443)","('104.16.39.14', 443)",1,0
11,"('172.217.19.194', 443)","('172.217.168.226', 443)",10,0
12,"('172.217.19.194', 443)","('23.62.118.10', 443)",1,0
13,"('172.217.19.194', 443)","('151.101.2.109', 443)",2,0
14,"('172.217.19.194', 443)","('208.67.222.222', 53)",11,0
15,"('172.217.19.194', 443)","('52.212.184.197', 443)",1,0
16,"('172.217.19.194', 443)","('192.243.255.88', 443)",2,0
17,"('172.217.19.194', 443)","('92.122.255.233', 443)",5,0
18,"('172.217.19.194', 443)","('54.222.63.22', 443)",2,0
19,"('172.217.19.194', 443)","('151.101.1.63', 443)",2,0
20,"('172.217.19.194', 443)","('104.16.117.25', 443)",1,0
21,"('172.217.19.194', 443)","('172.217.17.106', 443)",4,0
22,"('172.217.19.194', 443)","('115.231.21.152', 443)",1,0
23,"('172.217.19.194', 443)","('216.58.211.106', 443)",4,0
24,"('172.217.19.194', 443)","('185.37.100.122', 443)",1,0
25,"('172.217.19.194', 443)","('172.217.20.98', 443)",6,0
26,"('172.217.19.194', 443)","('172.217.17.33', 443)",7,0
27,"('172.217.19.194', 443)","('151.101.1.181', 443)",2,0
28,"('172.217.19.194', 443)","('54.192.14.206', 443)",2,0
29,"('172.217.19.194', 443)","('172.217.168.194', 443)",9,0
30,"('172.217.19.194', 443)","('23.62.136.205', 443)",3,0
31,"('151.101.2.2', 443)","('104.16.87.26', 443)",1,0
32,"('151.101.2.2', 443)","('104.16.118.25', 443)",1,0
33,"('151.101.2.2', 443)","('151.101.2.110', 443)",2,0
34,"('151.101.2.2', 443)","('52.94.208.72', 443)",1,0
35,"('151.101.2.2', 443)","('52.208.178.139', 443)",1,0
36,"('151.101.2.2', 443)","('34.240.85.186', 443)",1,0
37,"('151.101.2.2', 443)","('68.232.35.198', 443)",1,0
38,"('151.101.2.2', 443)","('23.62.124.104', 443)",4,0
39,"('151.101.2.2', 443)","('54.222.60.218', 443)",1,0
40,"('151.101.2.2', 443)","('104.16.39.14', 443)",1,0
41,"('151.101.2.2', 443)","('172.217.168.226', 443)",4,0
42,"('151.101.2.2', 443)","('23.62.118.10', 443)",1,0
43,"('151.101.2.2', 443)","('151.101.2.109', 443)",2,0
44,"('151.101.2.2', 443)","('208.67.222.222', 53)",5,0
45,"('151.101.2.2', 443)","('52.212.184.197', 443)",1,0
46,"('151.101.2.2', 443)","('192.243.255.88', 443)",1,0
47,"('151.101.2.2', 443)","('92.122.255.233', 443)",3,0
48,"('151.101.2.2', 443)","('54.222.63.22', 443)",2,0
49,"('151.101.2.2', 443)","('151.101.1.63', 443)",2,0
50,"('151.101.2.2', 443)","('104.16.117.25', 443)",1,0
51,"('151.101.2.2', 443)","('172.217.17.106', 443)",2,0
52,"('151.101.2.2', 443)","('115.231.21.152', 443)",1,0
53,"('151.101.2.2', 443)","('216.58.211.106', 443)",2,0
54,"('151.101.2.2', 443)","('185.37.100.122', 443)",1,0
55,"('151.101.2.2', 443)","('172.217.20.98', 443)",3,0
56,"('151.101.2.2', 443)","('172.217.17.33', 443)",2,0
57,"('151.101.2.2', 443)","('151.101.1.181', 443)",3,0
58,"('151.101.2.2', 443)","('54.192.14.206', 443)",2,0
59,"('151.101.2.2', 443)","('172.217.168.194', 443)",4,0
60,"('151.101.2.2', 443)","('23.62.136.205', 443)",2,0
61,"('104.16.87.26', 443)","('104.16.118.25', 443)",1,0
62,"('104.16.87.26', 443)","('151.101.2.110', 443)",1,0
63,"('104.16.87.26', 443)","('52.94.208.72', 443)",1,0
64,"('104.16.87.26', 443)","('52.208.178.139', 443)",1,0
65,"('104.16.87.26', 443)","('34.240.85.186', 443)",1,0
66,"('104.16.87.26', 443)","('68.232.35.198', 443)",1,0
67,"('104.16.87.26', 443)","('23.62.124.104', 443)",1,0
68,"('104.16.87.26', 443)","('54.222.60.218', 443)",1,0
69,"('104.16.87.26', 443)","('104.16.39.14', 443)",1,0
70,"('104.16.87.26', 443)","('172.217.168.226', 443)",1,0
71,"('104.16.87.26', 443)","('23.62.118.10', 443)",1,0
72,"('104.16.87.26', 443)","('151.101.2.109', 443)",1,0
73,"('104.16.87.26', 443)","('208.67.222.222', 53)",1,0
74,"('104.16.87.26', 443)","('52.212.184.197', 443)",1,0
75,"('104.16.87.26', 443)","('192.243.255.88', 443)",1,0
76,"('104.16.87.26', 443)","('92.122.255.233', 443)",1,0
77,"('104.16.87.26', 443)","('54.222.63.22', 443)",1,0
78,"('104.16.87.26', 443)","('151.101.1.63', 443)",1,0
79,"('104.16.87.26', 443)","('104.16.117.25', 443)",1,0
80,"('104.16.87.26', 443)","('172.217.17.106', 443)",1,0
81,"('104.16.87.26', 443)","('115.231.21.152', 443)",1,0
82,"('104.16.87.26', 443)","('216.58.211.106', 443)",1,0
83,"('104.16.87.26', 443)","('185.37.100.122', 443)",1,0
84,"('104.16.87.26', 443)","('172.217.20.98', 443)",1,0
85,"('104.16.87.26', 443)","('172.217.17.33', 443)",1,0
86,"('104.16.87.26', 443)","('151.101.1.181', 443)",1,0
87,"('104.16.87.26', 443)","('54.192.14.206', 443)",1,0
88,"('104.16.87.26', 443)","('172.217.168.194', 443)",1,0
89,"('104.16.87.26', 443)","('23.62.136.205', 443)",1,0
90,"('104.16.118.25', 443)","('151.101.2.110', 443)",1,0
91,"('104.16.118.25', 443)","('52.94.208.72', 443)",1,0
92,"('104.16.118.25', 443)","('52.208.178.139', 443)",1,0
93,"('104.16.118.25', 443)","('34.240.85.186', 443)",1,0
94,"('104.16.118.25', 443)","('68.232.35.198', 443)",1,0
95,"('104.16.118.25', 443)","('23.62.124.104', 443)",1,0
96,"('104.16.118.25', 443)","('54.222.60.218', 443)",1,0
97,"('104.16.118.25', 443)","('104.16.39.14', 443)",1,0
98,"('104.16.118.25', 443)","('172.217.168.226', 443)",1,0
99,"('104.16.118.25', 443)","('23.62.118.10', 443)",1,0
100,"('104.16.118.25', 443)","('151.101.2.109', 443)",1,0
101,"('104.16.118.25', 443)","('208.67.222.222', 53)",1,0
102,"('104.16.118.25', 443)","('52.212.184.197', 443)",1,0
103,"('104.16.118.25', 443)","('192.243.255.88', 443)",1,0
104,"('104.16.118.25', 443)","('92.122.255.233', 443)",1,0
105,"('104.16.118.25', 443)","('54.222.63.22', 443)",1,0
106,"('104.16.118.25', 443)","('151.101.1.63', 443)",1,0
107,"('104.16.118.25', 443)","('104.16.117.25', 443)",1,0
108,"('104.16.118.25', 443)","('172.217.17.106', 443)",1,0
109,"('104.16.118.25', 443)","('115.231.21.152', 443)",1,0
110,"('104.16.118.25', 443)","('216.58.211.106', 443)",1,0
111,"('104.16.118.25', 443)","('185.37.100.122', 443)",1,0
112,"('104.16.118.25', 443)","('172.217.20.98', 443)",1,0
113,"('104.16.118.25', 443)","('172.217.17.33', 443)",1,0
114,"('104.16.118.25', 443)","('151.101.1.181', 443)",1,0
115,"('104.16.118.25', 443)","('54.192.14.206', 443)",1,0
116,"('104.16.118.25', 443)","('172.217.168.194', 443)",1,0
117,"('104.16.118.25', 443)","('23.62.136.205', 443)",1,0
118,"('151.101.2.110', 443)","('52.94.208.72', 443)",1,0
119,"('151.101.2.110', 443)","('52.208.178.139', 443)",1,0
120,"('151.101.2.110', 443)","('34.240.85.186', 443)",1,0
121,"('151.101.2.110', 443)","('68.232.35.198', 443)",1,0
122,"('151.101.2.110', 443)","('23.62.124.104', 443)",2,0
123,"('151.101.2.110', 443)","('54.222.60.218', 443)",1,0
124,"('151.101.2.110', 443)","('104.16.39.14', 443)",1,0
125,"('151.101.2.110', 443)","('172.217.168.226', 443)",4,0
126,"('151.101.2.110', 443)","('23.62.118.10', 443)",1,0
127,"('151.101.2.110', 443)","('151.101.2.109', 443)",2,0
128,"('151.101.2.110', 443)","('208.67.222.222', 53)",4,0
129,"('151.101.2.110', 443)","('52.212.184.197', 443)",1,0
130,"('151.101.2.110', 443)","('192.243.255.88', 443)",2,0
131,"('151.101.2.110', 443)","('92.122.255.233', 443)",2,0
132,"('151.101.2.110', 443)","('54.222.63.22', 443)",2,0
133,"('151.101.2.110', 443)","('151.101.1.63', 443)",2,0
134,"('151.101.2.110', 443)","('104.16.117.25', 443)",1,0
135,"('151.101.2.110', 443)","('172.217.17.106', 443)",1,0
136,"('151.101.2.110', 443)","('115.231.21.152', 443)",1,0
137,"('151.101.2.110', 443)","('216.58.211.106', 443)",3,0
138,"('151.101.2.110', 443)","('185.37.100.122', 443)",1,0
139,"('151.101.2.110', 443)","('172.217.20.98', 443)",2,0
140,"('151.101.2.110', 443)","('172.217.17.33', 443)",3,0
141,"('151.101.2.110', 443)","('151.101.1.181', 443)",2,0
142,"('151.101.2.110', 443)","('54.192.14.206', 443)",2,0
143,"('151.101.2.110', 443)","('172.217.168.194', 443)",3,0
144,"('151.101.2.110', 443)","('23.62.136.205', 443)",2,0
145,"('52.94.208.72', 443)","('52.208.178.139', 443)",1,0
146,"('52.94.208.72', 443)","('34.240.85.186', 443)",1,0
147,"('52.94.208.72', 443)","('68.232.35.198', 443)",1,0
148,"('52.94.208.72', 443)","('23.62.124.104', 443)",1,0
149,"('52.94.208.72', 443)","('54.222.60.218', 443)",1,0
150,"('52.94.208.72', 443)","('104.16.39.14', 443)",1,0
151,"('52.94.208.72', 443)","('172.217.168.226', 443)",1,0
152,"('52.94.208.72', 443)","('23.62.118.10', 443)",1,0
153,"('52.94.208.72', 443)","('151.101.2.109', 443)",1,0
154,"('52.94.208.72', 443)","('208.67.222.222', 53)",1,0
155,"('52.94.208.72', 443)","('52.212.184.197', 443)",1,0
156,"('52.94.208.72', 443)","('192.243.255.88', 443)",1,0
157,"('52.94.208.72', 443)","('92.122.255.233', 443)",1,0
158,"('52.94.208.72', 443)","('54.222.63.22', 443)",1,0
159,"('52.94.208.72', 443)","('151.101.1.63', 443)",1,0
160,"('52.94.208.72', 443)","('104.16.117.25', 443)",1,0
161,"('52.94.208.72', 443)","('172.217.17.106', 443)",1,0
162,"('52.94.208.72', 443)","('115.231.21.152', 443)",1,0
163,"('52.94.208.72', 443)","('216.58.211.106', 443)",1,0
164,"('52.94.208.72', 443)","('185.37.100.122', 443)",1,0
165,"('52.94.208.72', 443)","('172.217.20.98', 443)",1,0
166,"('52.94.208.72', 443)","('172.217.17.33', 443)",1,0
167,"('52.94.208.72', 443)","('151.101.1.181', 443)",1,0
168,"('52.94.208.72', 443)","('54.192.14.206', 443)",1,0
169,"('52.94.208.72', 443)","('172.217.168.194', 443)",1,0
170,"('52.94.208.72', 443)","('23.62.136.205', 443)",1,0
171,"('52.208.178.139', 443)","('34.240.85.186', 443)",1,0
172,"('52.208.178.139', 443)","('68.232.35.198', 443)",1,0
