,source,target,weight,id
0,"('178.250.0.163', 80)","('188.72.208.148', 443)",1,0
1,"('178.250.0.163', 80)","('213.174.135.1', 443)",1,0
2,"('178.250.0.163', 80)","('18.205.62.19', 443)",2,0
3,"('178.250.0.163', 80)","('188.72.213.107', 443)",1,0
4,"('178.250.0.163', 80)","('216.58.211.110', 443)",1,0
5,"('178.250.0.163', 80)","('35.172.105.163', 443)",1,0
6,"('178.250.0.163', 80)","('172.217.168.227', 443)",1,0
7,"('178.250.0.163', 80)","('188.42.160.80', 443)",1,0
8,"('178.250.0.163', 80)","('185.235.84.14', 443)",2,0
9,"('178.250.0.163', 80)","('31.13.64.35', 443)",1,0
10,"('178.250.0.163', 80)","('172.217.168.206', 443)",1,0
11,"('178.250.0.163', 80)","('216.58.212.238', 443)",2,0
12,"('178.250.0.163', 80)","('104.25.71.103', 443)",1,0
13,"('178.250.0.163', 80)","('104.17.170.114', 443)",2,0
14,"('178.250.0.163', 80)","('172.217.168.232', 443)",2,0
15,"('178.250.0.163', 80)","('178.250.0.157', 443)",2,0
16,"('178.250.0.163', 80)","('52.85.255.49', 443)",1,0
17,"('178.250.0.163', 80)","('35.158.49.82', 80)",2,0
18,"('178.250.0.163', 80)","('88.85.66.250', 80)",1,0
19,"('178.250.0.163', 80)","('18.136.171.10', 80)",2,0
20,"('178.250.0.163', 80)","('178.250.0.163', 443)",2,0
21,"('178.250.0.163', 80)","('173.241.240.143', 443)",1,0
22,"('178.250.0.163', 80)","('172.217.168.195', 443)",1,0
23,"('178.250.0.163', 80)","('23.38.34.36', 443)",1,0
24,"('178.250.0.163', 80)","('103.229.76.142', 443)",2,0
25,"('178.250.0.163', 80)","('46.105.201.240', 443)",1,0
26,"('178.250.0.163', 80)","('208.67.222.222', 53)",2,0
27,"('178.250.0.163', 80)","('199.167.65.10', 443)",1,0
28,"('178.250.0.163', 80)","('185.33.223.210', 80)",2,0
29,"('178.250.0.163', 80)","('5.11.81.167', 443)",1,0
30,"('178.250.0.163', 80)","('54.225.162.88', 443)",1,0
31,"('178.250.0.163', 80)","('52.71.69.182', 443)",1,0
32,"('178.250.0.163', 80)","('34.231.61.67', 443)",1,0
33,"('178.250.0.163', 80)","('216.58.211.98', 443)",1,0
34,"('178.250.0.163', 80)","('93.184.220.113', 80)",2,0
35,"('178.250.0.163', 80)","('172.217.17.35', 443)",1,0
36,"('178.250.0.163', 80)","('88.221.164.42', 443)",1,0
37,"('178.250.0.163', 80)","('35.158.49.82', 443)",1,0
38,"('178.250.0.163', 80)","('18.136.171.10', 443)",2,0
39,"('178.250.0.163', 80)","('61.213.187.245', 80)",2,0
40,"('178.250.0.163', 80)","('31.13.64.21', 443)",1,0
41,"('178.250.0.163', 80)","('188.72.213.235', 443)",1,0
42,"('178.250.0.163', 80)","('188.72.213.235', 80)",1,0
43,"('178.250.0.163', 80)","('52.74.172.184', 80)",2,0
44,"('178.250.0.163', 80)","('34.192.8.133', 443)",1,0
45,"('178.250.0.163', 80)","('52.19.199.239', 80)",2,0
46,"('178.250.0.163', 80)","('104.17.169.114', 443)",2,0
47,"('178.250.0.163', 80)","('23.62.119.11', 443)",1,0
48,"('178.250.0.163', 80)","('185.184.8.30', 443)",1,0
49,"('178.250.0.163', 80)","('178.250.2.130', 80)",2,0
