,source,target,weight,id
0,"('23.111.9.64', 443)","('52.4.180.28', 443)",1,0
1,"('23.111.9.64', 443)","('172.217.20.66', 443)",2,0
2,"('23.111.9.64', 443)","('213.19.162.71', 443)",1,0
3,"('23.111.9.64', 443)","('172.217.22.99', 443)",1,0
4,"('23.111.9.64', 443)","('173.194.76.188', 5228)",3,0
5,"('23.111.9.64', 443)","('8.8.8.8', 53)",1,0
6,"('23.111.9.64', 443)","('52.46.157.171', 443)",1,0
7,"('23.111.9.64', 443)","('172.217.20.106', 443)",3,0
8,"('23.111.9.64', 443)","('69.192.65.123', 443)",1,0
9,"('23.111.9.64', 443)","('122.143.6.67', 80)",1,0
10,"('23.111.9.64', 443)","('216.58.212.238', 443)",3,0
11,"('23.111.9.64', 443)","('208.67.222.222', 53)",3,0
12,"('23.111.9.64', 443)","('138.101.9.100', 443)",1,0
13,"('23.111.9.64', 443)","('87.248.116.11', 443)",1,0
14,"('23.111.9.64', 443)","('5.10.88.212', 443)",1,0
15,"('52.4.180.28', 443)","('172.217.20.66', 443)",1,0
16,"('52.4.180.28', 443)","('213.19.162.71', 443)",1,0
17,"('52.4.180.28', 443)","('172.217.22.99', 443)",1,0
18,"('52.4.180.28', 443)","('173.194.76.188', 5228)",1,0
19,"('52.4.180.28', 443)","('8.8.8.8', 53)",1,0
20,"('52.4.180.28', 443)","('52.46.157.171', 443)",1,0
21,"('52.4.180.28', 443)","('172.217.20.106', 443)",1,0
22,"('52.4.180.28', 443)","('69.192.65.123', 443)",1,0
23,"('52.4.180.28', 443)","('122.143.6.67', 80)",1,0
24,"('52.4.180.28', 443)","('216.58.212.238', 443)",1,0
25,"('52.4.180.28', 443)","('208.67.222.222', 53)",1,0
26,"('52.4.180.28', 443)","('138.101.9.100', 443)",1,0
27,"('52.4.180.28', 443)","('87.248.116.11', 443)",1,0
28,"('52.4.180.28', 443)","('5.10.88.212', 443)",1,0
29,"('172.217.20.66', 443)","('213.19.162.71', 443)",1,0
30,"('172.217.20.66', 443)","('172.217.22.99', 443)",1,0
31,"('172.217.20.66', 443)","('173.194.76.188', 5228)",8,0
32,"('172.217.20.66', 443)","('8.8.8.8', 53)",1,0
33,"('172.217.20.66', 443)","('52.46.157.171', 443)",1,0
34,"('172.217.20.66', 443)","('172.217.20.106', 443)",2,0
35,"('172.217.20.66', 443)","('69.192.65.123', 443)",1,0
36,"('172.217.20.66', 443)","('122.143.6.67', 80)",1,0
37,"('172.217.20.66', 443)","('216.58.212.238', 443)",8,0
38,"('172.217.20.66', 443)","('208.67.222.222', 53)",8,0
39,"('172.217.20.66', 443)","('138.101.9.100', 443)",1,0
40,"('172.217.20.66', 443)","('87.248.116.11', 443)",1,0
41,"('172.217.20.66', 443)","('5.10.88.212', 443)",1,0
42,"('213.19.162.71', 443)","('172.217.22.99', 443)",1,0
43,"('213.19.162.71', 443)","('173.194.76.188', 5228)",1,0
44,"('213.19.162.71', 443)","('8.8.8.8', 53)",1,0
45,"('213.19.162.71', 443)","('52.46.157.171', 443)",1,0
46,"('213.19.162.71', 443)","('172.217.20.106', 443)",1,0
47,"('213.19.162.71', 443)","('69.192.65.123', 443)",1,0
48,"('213.19.162.71', 443)","('122.143.6.67', 80)",1,0
49,"('213.19.162.71', 443)","('216.58.212.238', 443)",1,0
50,"('213.19.162.71', 443)","('208.67.222.222', 53)",1,0
51,"('213.19.162.71', 443)","('138.101.9.100', 443)",1,0
52,"('213.19.162.71', 443)","('87.248.116.11', 443)",1,0
53,"('213.19.162.71', 443)","('5.10.88.212', 443)",1,0
54,"('172.217.22.99', 443)","('173.194.76.188', 5228)",1,0
55,"('172.217.22.99', 443)","('8.8.8.8', 53)",1,0
56,"('172.217.22.99', 443)","('52.46.157.171', 443)",1,0
57,"('172.217.22.99', 443)","('172.217.20.106', 443)",1,0
58,"('172.217.22.99', 443)","('69.192.65.123', 443)",1,0
59,"('172.217.22.99', 443)","('122.143.6.67', 80)",1,0
60,"('172.217.22.99', 443)","('216.58.212.238', 443)",1,0
61,"('172.217.22.99', 443)","('208.67.222.222', 53)",1,0
62,"('172.217.22.99', 443)","('138.101.9.100', 443)",1,0
63,"('172.217.22.99', 443)","('87.248.116.11', 443)",1,0
64,"('172.217.22.99', 443)","('5.10.88.212', 443)",1,0
65,"('173.194.76.188', 5228)","('8.8.8.8', 53)",3,0
66,"('173.194.76.188', 5228)","('52.46.157.171', 443)",1,0
67,"('173.194.76.188', 5228)","('172.217.20.106', 443)",3,0
68,"('173.194.76.188', 5228)","('69.192.65.123', 443)",1,0
69,"('173.194.76.188', 5228)","('122.143.6.67', 80)",1,0
70,"('173.194.76.188', 5228)","('216.58.212.238', 443)",29,0
71,"('173.194.76.188', 5228)","('208.67.222.222', 53)",29,0
72,"('173.194.76.188', 5228)","('138.101.9.100', 443)",2,0
73,"('173.194.76.188', 5228)","('87.248.116.11', 443)",1,0
74,"('173.194.76.188', 5228)","('5.10.88.212', 443)",1,0
75,"('8.8.8.8', 53)","('52.46.157.171', 443)",1,0
76,"('8.8.8.8', 53)","('172.217.20.106', 443)",1,0
77,"('8.8.8.8', 53)","('69.192.65.123', 443)",1,0
78,"('8.8.8.8', 53)","('122.143.6.67', 80)",1,0
79,"('8.8.8.8', 53)","('216.58.212.238', 443)",3,0
80,"('8.8.8.8', 53)","('208.67.222.222', 53)",3,0
81,"('8.8.8.8', 53)","('138.101.9.100', 443)",1,0
82,"('8.8.8.8', 53)","('87.248.116.11', 443)",1,0
83,"('8.8.8.8', 53)","('5.10.88.212', 443)",1,0
84,"('52.46.157.171', 443)","('172.217.20.106', 443)",1,0
85,"('52.46.157.171', 443)","('69.192.65.123', 443)",1,0
86,"('52.46.157.171', 443)","('122.143.6.67', 80)",1,0
87,"('52.46.157.171', 443)","('216.58.212.238', 443)",1,0
88,"('52.46.157.171', 443)","('208.67.222.222', 53)",1,0
89,"('52.46.157.171', 443)","('138.101.9.100', 443)",1,0
90,"('52.46.157.171', 443)","('87.248.116.11', 443)",1,0
91,"('52.46.157.171', 443)","('5.10.88.212', 443)",1,0
92,"('172.217.20.106', 443)","('69.192.65.123', 443)",1,0
93,"('172.217.20.106', 443)","('122.143.6.67', 80)",1,0
94,"('172.217.20.106', 443)","('216.58.212.238', 443)",3,0
95,"('172.217.20.106', 443)","('208.67.222.222', 53)",3,0
96,"('172.217.20.106', 443)","('138.101.9.100', 443)",1,0
97,"('172.217.20.106', 443)","('87.248.116.11', 443)",1,0
98,"('172.217.20.106', 443)","('5.10.88.212', 443)",1,0
99,"('69.192.65.123', 443)","('122.143.6.67', 80)",1,0
100,"('69.192.65.123', 443)","('216.58.212.238', 443)",1,0
101,"('69.192.65.123', 443)","('208.67.222.222', 53)",1,0
102,"('69.192.65.123', 443)","('138.101.9.100', 443)",1,0
103,"('69.192.65.123', 443)","('87.248.116.11', 443)",1,0
104,"('69.192.65.123', 443)","('5.10.88.212', 443)",1,0
105,"('122.143.6.67', 80)","('216.58.212.238', 443)",1,0
106,"('122.143.6.67', 80)","('208.67.222.222', 53)",1,0
107,"('122.143.6.67', 80)","('138.101.9.100', 443)",1,0
108,"('122.143.6.67', 80)","('87.248.116.11', 443)",1,0
109,"('122.143.6.67', 80)","('5.10.88.212', 443)",1,0
110,"('216.58.212.238', 443)","('208.67.222.222', 53)",29,0
111,"('216.58.212.238', 443)","('138.101.9.100', 443)",2,0
112,"('216.58.212.238', 443)","('87.248.116.11', 443)",1,0
113,"('216.58.212.238', 443)","('5.10.88.212', 443)",1,0
114,"('208.67.222.222', 53)","('138.101.9.100', 443)",2,0
115,"('208.67.222.222', 53)","('87.248.116.11', 443)",1,0
116,"('208.67.222.222', 53)","('5.10.88.212', 443)",1,0
117,"('138.101.9.100', 443)","('87.248.116.11', 443)",1,0
118,"('138.101.9.100', 443)","('5.10.88.212', 443)",1,0
119,"('87.248.116.11', 443)","('5.10.88.212', 443)",1,0
120,"('54.192.130.106', 443)","('109.201.133.9', 443)",1,0
121,"('54.192.130.106', 443)","('54.192.130.134', 443)",1,0
122,"('54.192.130.106', 443)","('31.172.81.159', 443)",1,0
123,"('54.192.130.106', 443)","('151.101.1.184', 443)",1,0
124,"('54.192.130.106', 443)","('208.67.222.222', 53)",1,0
125,"('54.192.130.106', 443)","('104.66.101.26', 443)",1,0
126,"('54.192.130.106', 443)","('173.194.76.188', 5228)",1,0
127,"('54.192.130.106', 443)","('54.192.130.101', 443)",1,0
128,"('54.192.130.106', 443)","('78.140.187.203', 443)",1,0
129,"('54.192.130.106', 443)","('78.140.187.214', 443)",1,0
130,"('54.192.130.106', 443)","('54.192.130.203', 443)",1,0
131,"('54.192.130.106', 443)","('208.80.122.53', 443)",1,0
132,"('54.192.130.106', 443)","('216.239.32.21', 443)",1,0
133,"('54.192.130.106', 443)","('216.58.212.238', 443)",1,0
134,"('54.192.130.106', 443)","('54.192.128.199', 443)",1,0
135,"('54.192.130.106', 443)","('188.72.220.164', 443)",1,0
136,"('54.192.130.106', 443)","('138.101.9.100', 443)",1,0
137,"('109.201.133.9', 443)","('54.192.130.134', 443)",1,0
138,"('109.201.133.9', 443)","('31.172.81.159', 443)",1,0
139,"('109.201.133.9', 443)","('151.101.1.184', 443)",1,0
140,"('109.201.133.9', 443)","('208.67.222.222', 53)",1,0
141,"('109.201.133.9', 443)","('104.66.101.26', 443)",1,0
142,"('109.201.133.9', 443)","('173.194.76.188', 5228)",1,0
143,"('109.201.133.9', 443)","('54.192.130.101', 443)",1,0
144,"('109.201.133.9', 443)","('78.140.187.203', 443)",1,0
145,"('109.201.133.9', 443)","('78.140.187.214', 443)",1,0
146,"('109.201.133.9', 443)","('54.192.130.203', 443)",1,0
147,"('109.201.133.9', 443)","('208.80.122.53', 443)",1,0
148,"('109.201.133.9', 443)","('216.239.32.21', 443)",1,0
149,"('109.201.133.9', 443)","('216.58.212.238', 443)",1,0
