,source,target,weight,id
0,"('31.186.247.163', 443)","('34.226.229.16', 443)",1,0
1,"('31.186.247.163', 443)","('172.217.17.66', 443)",1,0
2,"('31.186.247.163', 443)","('172.64.97.18', 443)",1,0
3,"('31.186.247.163', 443)","('172.217.20.110', 443)",1,0
4,"('31.186.247.163', 443)","('87.248.202.55', 443)",1,0
5,"('31.186.247.163', 443)","('172.217.168.205', 443)",1,0
6,"('31.186.247.163', 443)","('52.85.70.35', 443)",1,0
7,"('31.186.247.163', 443)","('172.217.168.195', 443)",1,0
8,"('31.186.247.163', 443)","('69.192.65.221', 443)",1,0
9,"('31.186.247.163', 443)","('2.20.162.152', 443)",1,0
10,"('31.186.247.163', 443)","('151.101.1.194', 443)",1,0
11,"('31.186.247.163', 443)","('63.140.40.176', 443)",1,0
12,"('31.186.247.163', 443)","('208.67.222.222', 53)",1,0
13,"('31.186.247.163', 443)","('54.194.7.204', 443)",1,0
14,"('31.186.247.163', 443)","('95.211.229.247', 443)",1,0
15,"('31.186.247.163', 443)","('104.24.5.16', 443)",1,0
16,"('31.186.247.163', 443)","('108.177.126.155', 443)",1,0
17,"('31.186.247.163', 443)","('2.16.84.120', 443)",1,0
18,"('31.186.247.163', 443)","('87.250.250.119', 443)",1,0
19,"('31.186.247.163', 443)","('52.211.152.5', 443)",1,0
20,"('31.186.247.163', 443)","('172.217.17.68', 443)",1,0
21,"('31.186.247.163', 443)","('172.217.168.206', 443)",1,0
22,"('31.186.247.163', 443)","('172.217.20.67', 443)",1,0
23,"('31.186.247.163', 443)","('205.185.216.10', 443)",1,0
24,"('31.186.247.163', 443)","('216.58.212.238', 443)",1,0
25,"('31.186.247.163', 443)","('216.58.211.106', 443)",1,0
26,"('31.186.247.163', 443)","('52.8.231.242', 443)",1,0
27,"('31.186.247.163', 443)","('104.27.240.252', 443)",1,0
28,"('31.186.247.163', 443)","('173.194.76.188', 5228)",1,0
29,"('31.186.247.163', 443)","('172.217.17.35', 443)",1,0
30,"('31.186.247.163', 443)","('88.208.61.141', 443)",1,0
31,"('31.186.247.163', 443)","('216.58.212.162', 443)",1,0
32,"('31.186.247.163', 443)","('172.217.168.232', 443)",1,0
33,"('34.226.229.16', 443)","('172.217.17.66', 443)",1,0
34,"('34.226.229.16', 443)","('172.64.97.18', 443)",1,0
35,"('34.226.229.16', 443)","('172.217.20.110', 443)",1,0
36,"('34.226.229.16', 443)","('87.248.202.55', 443)",1,0
37,"('34.226.229.16', 443)","('172.217.168.205', 443)",1,0
38,"('34.226.229.16', 443)","('52.85.70.35', 443)",1,0
39,"('34.226.229.16', 443)","('172.217.168.195', 443)",1,0
40,"('34.226.229.16', 443)","('69.192.65.221', 443)",1,0
41,"('34.226.229.16', 443)","('2.20.162.152', 443)",1,0
42,"('34.226.229.16', 443)","('151.101.1.194', 443)",1,0
43,"('34.226.229.16', 443)","('63.140.40.176', 443)",1,0
44,"('34.226.229.16', 443)","('208.67.222.222', 53)",1,0
45,"('34.226.229.16', 443)","('54.194.7.204', 443)",1,0
46,"('34.226.229.16', 443)","('95.211.229.247', 443)",1,0
47,"('34.226.229.16', 443)","('104.24.5.16', 443)",1,0
48,"('34.226.229.16', 443)","('108.177.126.155', 443)",1,0
49,"('34.226.229.16', 443)","('2.16.84.120', 443)",1,0
50,"('34.226.229.16', 443)","('87.250.250.119', 443)",1,0
51,"('34.226.229.16', 443)","('52.211.152.5', 443)",1,0
52,"('34.226.229.16', 443)","('172.217.17.68', 443)",1,0
53,"('34.226.229.16', 443)","('172.217.168.206', 443)",1,0
54,"('34.226.229.16', 443)","('172.217.20.67', 443)",1,0
55,"('34.226.229.16', 443)","('205.185.216.10', 443)",1,0
56,"('34.226.229.16', 443)","('216.58.212.238', 443)",1,0
57,"('34.226.229.16', 443)","('216.58.211.106', 443)",1,0
58,"('34.226.229.16', 443)","('52.8.231.242', 443)",1,0
59,"('34.226.229.16', 443)","('104.27.240.252', 443)",1,0
60,"('34.226.229.16', 443)","('173.194.76.188', 5228)",1,0
61,"('34.226.229.16', 443)","('172.217.17.35', 443)",1,0
62,"('34.226.229.16', 443)","('88.208.61.141', 443)",1,0
63,"('34.226.229.16', 443)","('216.58.212.162', 443)",1,0
64,"('34.226.229.16', 443)","('172.217.168.232', 443)",1,0
65,"('172.217.17.66', 443)","('172.64.97.18', 443)",1,0
66,"('172.217.17.66', 443)","('172.217.20.110', 443)",2,0
67,"('172.217.17.66', 443)","('87.248.202.55', 443)",1,0
68,"('172.217.17.66', 443)","('172.217.168.205', 443)",2,0
69,"('172.217.17.66', 443)","('52.85.70.35', 443)",3,0
70,"('172.217.17.66', 443)","('172.217.168.195', 443)",5,0
71,"('172.217.17.66', 443)","('69.192.65.221', 443)",1,0
72,"('172.217.17.66', 443)","('2.20.162.152', 443)",1,0
73,"('172.217.17.66', 443)","('151.101.1.194', 443)",1,0
74,"('172.217.17.66', 443)","('63.140.40.176', 443)",1,0
75,"('172.217.17.66', 443)","('208.67.222.222', 53)",6,0
76,"('172.217.17.66', 443)","('54.194.7.204', 443)",1,0
77,"('172.217.17.66', 443)","('95.211.229.247', 443)",1,0
78,"('172.217.17.66', 443)","('104.24.5.16', 443)",1,0
79,"('172.217.17.66', 443)","('108.177.126.155', 443)",5,0
80,"('172.217.17.66', 443)","('2.16.84.120', 443)",1,0
81,"('172.217.17.66', 443)","('87.250.250.119', 443)",2,0
82,"('172.217.17.66', 443)","('52.211.152.5', 443)",1,0
83,"('172.217.17.66', 443)","('172.217.17.68', 443)",3,0
84,"('172.217.17.66', 443)","('172.217.168.206', 443)",6,0
85,"('172.217.17.66', 443)","('172.217.20.67', 443)",2,0
86,"('172.217.17.66', 443)","('205.185.216.10', 443)",2,0
87,"('172.217.17.66', 443)","('216.58.212.238', 443)",6,0
88,"('172.217.17.66', 443)","('216.58.211.106', 443)",4,0
89,"('172.217.17.66', 443)","('52.8.231.242', 443)",1,0
90,"('172.217.17.66', 443)","('104.27.240.252', 443)",2,0
91,"('172.217.17.66', 443)","('173.194.76.188', 5228)",6,0
92,"('172.217.17.66', 443)","('172.217.17.35', 443)",2,0
93,"('172.217.17.66', 443)","('88.208.61.141', 443)",1,0
94,"('172.217.17.66', 443)","('216.58.212.162', 443)",5,0
95,"('172.217.17.66', 443)","('172.217.168.232', 443)",4,0
96,"('172.64.97.18', 443)","('172.217.20.110', 443)",1,0
97,"('172.64.97.18', 443)","('87.248.202.55', 443)",1,0
98,"('172.64.97.18', 443)","('172.217.168.205', 443)",1,0
99,"('172.64.97.18', 443)","('52.85.70.35', 443)",1,0
100,"('172.64.97.18', 443)","('172.217.168.195', 443)",1,0
101,"('172.64.97.18', 443)","('69.192.65.221', 443)",1,0
102,"('172.64.97.18', 443)","('2.20.162.152', 443)",1,0
103,"('172.64.97.18', 443)","('151.101.1.194', 443)",1,0
104,"('172.64.97.18', 443)","('63.140.40.176', 443)",1,0
105,"('172.64.97.18', 443)","('208.67.222.222', 53)",1,0
106,"('172.64.97.18', 443)","('54.194.7.204', 443)",1,0
107,"('172.64.97.18', 443)","('95.211.229.247', 443)",1,0
108,"('172.64.97.18', 443)","('104.24.5.16', 443)",1,0
109,"('172.64.97.18', 443)","('108.177.126.155', 443)",1,0
110,"('172.64.97.18', 443)","('2.16.84.120', 443)",1,0
111,"('172.64.97.18', 443)","('87.250.250.119', 443)",1,0
112,"('172.64.97.18', 443)","('52.211.152.5', 443)",1,0
113,"('172.64.97.18', 443)","('172.217.17.68', 443)",1,0
114,"('172.64.97.18', 443)","('172.217.168.206', 443)",1,0
115,"('172.64.97.18', 443)","('172.217.20.67', 443)",1,0
116,"('172.64.97.18', 443)","('205.185.216.10', 443)",1,0
117,"('172.64.97.18', 443)","('216.58.212.238', 443)",1,0
118,"('172.64.97.18', 443)","('216.58.211.106', 443)",1,0
119,"('172.64.97.18', 443)","('52.8.231.242', 443)",1,0
120,"('172.64.97.18', 443)","('104.27.240.252', 443)",1,0
121,"('172.64.97.18', 443)","('173.194.76.188', 5228)",1,0
122,"('172.64.97.18', 443)","('172.217.17.35', 443)",1,0
123,"('172.64.97.18', 443)","('88.208.61.141', 443)",1,0
124,"('172.64.97.18', 443)","('216.58.212.162', 443)",1,0
125,"('172.64.97.18', 443)","('172.217.168.232', 443)",1,0
126,"('172.217.20.110', 443)","('87.248.202.55', 443)",1,0
127,"('172.217.20.110', 443)","('172.217.168.205', 443)",2,0
128,"('172.217.20.110', 443)","('52.85.70.35', 443)",2,0
129,"('172.217.20.110', 443)","('172.217.168.195', 443)",8,0
130,"('172.217.20.110', 443)","('69.192.65.221', 443)",1,0
131,"('172.217.20.110', 443)","('2.20.162.152', 443)",1,0
132,"('172.217.20.110', 443)","('151.101.1.194', 443)",2,0
133,"('172.217.20.110', 443)","('63.140.40.176', 443)",1,0
134,"('172.217.20.110', 443)","('208.67.222.222', 53)",9,0
135,"('172.217.20.110', 443)","('54.194.7.204', 443)",1,0
136,"('172.217.20.110', 443)","('95.211.229.247', 443)",1,0
137,"('172.217.20.110', 443)","('104.24.5.16', 443)",1,0
138,"('172.217.20.110', 443)","('108.177.126.155', 443)",5,0
139,"('172.217.20.110', 443)","('2.16.84.120', 443)",1,0
140,"('172.217.20.110', 443)","('87.250.250.119', 443)",3,0
141,"('172.217.20.110', 443)","('52.211.152.5', 443)",1,0
142,"('172.217.20.110', 443)","('172.217.17.68', 443)",5,0
143,"('172.217.20.110', 443)","('172.217.168.206', 443)",8,0
144,"('172.217.20.110', 443)","('172.217.20.67', 443)",3,0
145,"('172.217.20.110', 443)","('205.185.216.10', 443)",3,0
146,"('172.217.20.110', 443)","('216.58.212.238', 443)",9,0
147,"('172.217.20.110', 443)","('216.58.211.106', 443)",2,0
148,"('172.217.20.110', 443)","('52.8.231.242', 443)",1,0
149,"('172.217.20.110', 443)","('104.27.240.252', 443)",1,0
150,"('172.217.20.110', 443)","('173.194.76.188', 5228)",9,0
151,"('172.217.20.110', 443)","('172.217.17.35', 443)",1,0
152,"('172.217.20.110', 443)","('88.208.61.141', 443)",1,0
