id,folder,fname,sample_type,label,modified_mac
17379.0,w_hi_chrome,W_PC_chrome_11-18__22_00_24.pcap.TCP_10-0-0-22_61880_192-229-233-25_443.pcap.Seconds_1447921800.pcap,4.0,16102.0,00:3e:e6:43:e3:10
17380.0,w_hi_chrome,W_PC_chrome_10-15__12_41_07.pcap.TCP_10-0-0-7_51113_212-179-154-210_443.pcap.Seconds_1444913400.pcap,4.0,13102.0,00:33:2e:43:e4:10
17381.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_11-19__18_55_53.pcap.TCP_10-0-0-12_54951_192-229-233-25_443.pcap.Seconds_1447970400.pcap,4.0,16102.0,00:3e:e6:43:e5:10
17382.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_09-09__16_27_40.pcap.TCP_10-0-0-12_53171_199-59-148-148_443.pcap.Seconds_1441815600.pcap,4.0,16102.0,00:3e:e6:43:e6:10
17383.0,w_hi_chrome,W_PC_chrome_10-13__10_38_08.pcap.TCP_10-0-0-7_50552_192-229-233-25_443.pcap.Seconds_1444763400.pcap,4.0,16102.0,00:3e:e6:43:e7:10
17384.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_09-08__09_20_22.pcap.TCP_10-0-0-12_55572_191-232-139-254_443.pcap.Seconds_1441707000.pcap,4.0,14102.0,00:37:16:43:e8:10
17385.0,w_hi_chrome,W_PC_chrome_09-16__12_41_50.pcap.TCP_10-0-0-10_51145_157-55-240-126_443.pcap.Seconds_1442411400.pcap,4.0,14102.0,00:37:16:43:e9:10
17386.0,w_hi_chrome,W_PC_chrome_10-13__10_38_08.pcap.TCP_10-0-0-7_58902_192-229-233-25_443.pcap.Seconds_1444793400.pcap,4.0,16102.0,00:3e:e6:43:ea:10
17387.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_11-19__18_55_53.pcap.TCP_10-0-0-12_52131_192-229-233-25_443.pcap.Seconds_1447962000.pcap,4.0,16102.0,00:3e:e6:43:eb:10
17388.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_09-16__14_49_37.pcap.TCP_10-0-0-12_52464_192-229-233-25_443.pcap.Seconds_1442415000.pcap,4.0,16102.0,00:3e:e6:43:ec:10
17389.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_11-16__15_50_42.pcap.TCP_10-0-0-12_60308_216-58-210-13_443.pcap.Seconds_1447697400.pcap,4.0,13102.0,00:33:2e:43:ed:10
17390.0,w_hi_chrome,W_PC_chrome_10-15__21_45_59.pcap.TCP_10-0-0-7_58213_134-170-58-123_443.pcap.Seconds_1444959600.pcap,4.0,14102.0,00:37:16:43:ee:10
17391.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_11-22__17_07_02.pcap.TCP_10-0-0-12_55232_192-229-233-25_443.pcap.Seconds_1448243400.pcap,4.0,16102.0,00:3e:e6:43:ef:10
17392.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_10-06__19_51_43.pcap.TCP_10-0-0-12_53115_74-125-206-157_443.pcap.Seconds_1444161000.pcap,4.0,13102.0,00:33:2e:43:f0:10
17393.0,w_hi_chrome,w_hi_chrome_W_Jony_pc_chrome_09-09__14_15_31.pcap.TCP_10-0-0-12_57255_104-244-43-39_443.pcap.Seconds_1441807800.pcap,4.0,16102.0,00:3e:e6:43:f1:10
