,IP_port,complete_max,complete_min,complete_mean,complete_mad,complete_std,complete_var,complete_skew,complete_kurt,complete_pkt_num,complete_10per,complete_20per,complete_30per,complete_40per,complete_50per,complete_60per,complete_70per,complete_80per,complete_90per,out_max,out_min,out_mean,out_mad,out_std,out_var,out_skew,out_kurt,out_pkt_num,out_10per,out_20per,out_30per,out_40per,out_50per,out_60per,out_70per,out_80per,out_90per,in_max,in_min,in_mean,in_mad,in_std,in_var,in_skew,in_kurt,in_pkt_num,in_10per,in_20per,in_30per,in_40per,in_50per,in_60per,in_70per,in_80per,in_90per,protocol,flows_num,flow_length_mean,flow_pkt_num_mean,flow_duration_mean,ip1,ip2,ip3,ip4,graph_id
0,"('216.137.59.106', 443)",1398,52,639.3243243243244,591.5582851837352,576.9674239740457,332891.40832724614,0.32129025134281114,-1.6147578153410962,52.0,52.0,58.39999999999999,278.0,451.0,788.4,1398.0,1398.0,1398.0,46,699,52,137.97826086956522,0.0,185.6366822270851,34460.97778827977,2.1757243788850715,3.207379652053697,52.0,52.0,52.0,52.0,52.0,52.0,55.99999999999997,178.0,436.0,83,1398,52,361.4698795180723,0.0,479.16006675711645,229594.3695746843,1.358865002914506,0.31411095896458585,52.0,52.0,52.0,52.0,52.0,178.0,347.19999999999976,750.0000000000007,1398.0,5000.333333333333,1.5,0.5,6,13.833333333333334,1,0.8470588235294118,0.5372549019607843,0.23137254901960785,0.41568627450980394,0
1,"('192.147.130.204', 443)",1398,52,367.0833333333333,10.378215529539213,497.0760267694359,247084.57638888896,1.3386049914261136,0.18715175367550785,52.0,52.0,52.0,54.400000000000006,59.0,82.19999999999999,416.8999999999997,574.8,1316.2000000000003,13,717,52,128.6153846153846,0.0,179.8856638840514,32358.852071005917,2.6587405881754775,5.84499856453694,52.0,52.0,52.0,52.0,52.0,52.0,55.19999999999999,130.80000000000018,234.80000000000007,25,1398,52,243.08,0.0,386.80898852017384,149621.1936,2.1674531025677872,3.528027758255993,52.0,52.0,52.0,52.0,52.0,58.8,89.5999999999999,310.0000000000009,662.2000000000002,2025.6666666666667,1.3333333333333333,0.4714045207910317,3,8.333333333333334,1,0.7529411764705882,0.5764705882352941,0.5098039215686274,0.8,0
2,"('52.71.26.122', 443)",1340,52,287.3157894736842,0.0,422.53882445491934,178539.05817174516,1.63830319544512,1.252307512587131,52.0,52.0,52.0,52.0,52.0,58.39999999999999,95.0,591.0,853.5999999999995,32,1398,40,804.5625,210.52951502779547,641.2745091563753,411232.99609375,-0.24024906075786265,-1.9023621761118592,52.0,52.0,54.39999999999999,208.00000000000003,1256.0,1398.0,1398.0,1398.0,1398.0,51,1398,40,611.8627450980392,166.0514484726274,622.1601212350479,387083.21645520953,0.3423619073892041,-1.791490042689286,52.0,52.0,52.0,52.0,164.0,732.0,1340.0,1398.0,1398.0,15602.5,2.5,1.5,2,25.5,1,0.20392156862745098,0.2784313725490196,0.10196078431372549,0.47843137254901963,0
3,"('198.11.190.7', 443)",1320,40,237.6315789473684,29.65204437011204,391.92026720351595,153601.49584487535,2.14862543028078,3.1702668621054393,40.0,40.0,40.0,40.0,60.0,60.0,89.39999999999998,347.20000000000005,621.5999999999995,25,1184,40,102.08,0.0,225.44780682011526,50826.7136,4.415266815872826,18.226185996846528,40.0,40.0,40.0,40.0,40.0,40.0,40.0,60.0,123.60000000000015,44,1320,40,160.61363636363637,0.0,315.77661954364703,99714.8734504132,3.015085876813773,7.808743957006405,40.0,40.0,40.0,40.0,40.0,40.0,60.0,79.59999999999994,384.10000000000036,1766.75,1.5,0.8660254037844386,4,11.0,1,0.7764705882352941,0.043137254901960784,0.7450980392156863,0.027450980392156862,0
4,"('23.56.185.158', 443)",1398,52,492.3076923076923,93.40393976585293,558.8525861242404,312316.21301775146,0.8272422387316944,-1.1582985906055456,52.0,55.2,73.79999999999998,104.60000000000002,115.0,312.2,612.999999999999,1259.2000000000005,1398.0,17,1398,40,150.94117647058823,0.0,316.77426934058735,100345.93771626298,3.5660532548814654,11.137539900843457,47.2,52.0,52.0,52.0,52.0,52.0,53.599999999999994,66.4,211.60000000000002,30,1398,40,298.8666666666667,11.860817748044816,469.9091212375241,220814.58222222215,1.7483002605344866,1.2586291305909096,52.0,52.0,52.0,52.0,56.0,73.99999999999997,133.8999999999998,312.20000000000005,1398.0,4483.0,1.0,0.0,2,15.0,1,0.09019607843137255,0.2196078431372549,0.7254901960784313,0.6196078431372549,0
5,"('52.32.160.43', 443)",1340,52,589.8,209.78821391854268,596.896774995476,356285.75999999995,0.38214531529178947,-1.8101733437700844,52.0,58.4,76.1,95.0,193.5,667.9999999999995,1272.8,1340.0,1340.0,13,257,40,76.23076923076923,0.0,62.400879981657376,3893.869822485208,2.136256520519205,2.993440035996704,42.400000000000006,52.0,52.0,52.0,52.0,52.0,52.0,56.80000000000001,154.4000000000001,23,1340,40,299.5217391304348,11.860817748044816,471.08836700497096,221924.24952741023,1.6585407430111818,0.8568433564593825,52.0,52.0,52.0,52.0,52.0,64.59999999999998,132.9999999999999,273.20000000000005,1320.8,3444.5,1.0,0.0,2,11.5,1,0.20392156862745098,0.12549019607843137,0.6274509803921569,0.16862745098039217,0
6,"('133.237.17.11', 443)",1398,52,435.1551724137931,11.860817748044816,576.4061009070787,332243.9931629014,1.0239294816850362,-0.8677580710429789,52.0,52.0,52.0,58.0,60.0,97.0,398.0,1398.0,1398.0,60,265,52,81.05,0.0,65.31651781900194,4266.247499999999,2.0660930414758787,2.676620134780796,52.0,52.0,52.0,52.0,52.0,52.0,52.0,60.0,178.0,118,1398,52,255.10169491525423,0.0,443.637533178365,196814.26084458493,2.106679946228584,2.630409442866384,52.0,52.0,52.0,52.0,52.0,58.400000000000006,60.0,265.0,1398.0,10034.0,1.3333333333333333,0.4714045207910317,3,39.333333333333336,1,0.5215686274509804,0.9294117647058824,0.06666666666666667,0.043137254901960784,0
7,"('104.154.127.47', 443)",1280,52,575.6,382.51137237444533,522.3592378175515,272859.1733333333,0.3047270842481474,-1.6622157527378976,52.0,52.0,60.0,210.00000000000014,310.0,750.0000000000002,987.0,1280.0,1280.0,22,719,52,127.04545454545455,0.0,173.1734488552727,29989.04338842975,2.5292863884626677,5.172858677574416,52.0,52.0,52.0,52.0,52.0,52.0,57.599999999999994,154.4000000000001,243.70000000000016,37,1280,52,308.8918918918919,0.0,420.65404568418785,176949.82615047478,1.4551670404700514,0.5547662784205492,52.0,52.0,52.0,52.0,52.0,60.0,262.79999999999995,587.4,1104.1999999999996,5714.5,1.5,0.5,2,18.5,1,0.40784313725490196,0.6039215686274509,0.4980392156862745,0.1843137254901961,0
8,"('216.18.168.1', 443)",1398,52,467.73333333333335,203.11650393526747,524.559302865007,275162.4622222222,0.9240254248305789,-0.8216047217748712,52.0,58.4,64.6,83.0,189.0,282.6,673.9999999999994,962.0000000000006,1398.0,22,721,40,122.72727272727273,0.0,173.74123439450298,30186.016528925626,2.5928700999825294,5.406834758319839,52.0,52.0,52.0,52.0,52.0,52.0,57.599999999999994,94.40000000000003,245.50000000000014,37,1398,40,262.5945945945946,11.860817748044816,397.73483353689227,158192.9978086194,1.9890437751993935,2.693610384504197,52.0,52.0,52.0,52.0,60.0,73.79999999999995,180.2,290.20000000000005,802.5999999999999,3238.6666666666665,1.0,0.0,3,12.333333333333334,1,0.8470588235294118,0.07058823529411765,0.6588235294117647,0.00392156862745098,0
9,"('151.101.66.2', 443)",1398,52,776.8834951456311,343.96371469329966,624.3149457406597,389769.1514751628,-0.09135594131855243,-1.923321244206191,52.0,83.0,148.0,148.0,1166.0,1398.0,1398.0,1398.0,1398.0,88,660,40,105.05681818181819,0.0,143.78482644962492,20674.07631714876,2.9006264027068664,6.981070180295092,52.0,52.0,52.0,52.0,52.0,52.0,52.0,92.40000000000003,178.29999999999967,191,1398,40,467.35078534031413,68.19970205125769,576.0700559917847,331856.70941037795,0.8939386579556204,-1.085945416312702,52.0,52.0,52.0,52.0,98.0,148.0,578.0,1398.0,1398.0,22316.0,2.0,1.0,4,47.75,1,0.592156862745098,0.396078431372549,0.25882352941176473,0.00784313725490196,0
