,source,target,weight,id
0,"('157.185.129.21', 80)","('91.198.174.208', 443)",1,0
1,"('157.185.129.21', 80)","('111.161.64.48', 443)",2,0
2,"('157.185.129.21', 80)","('103.235.47.110', 443)",2,0
3,"('157.185.129.21', 80)","('157.185.188.1', 80)",8,0
4,"('157.185.129.21', 80)","('111.161.64.40', 443)",2,0
5,"('157.185.129.21', 80)","('39.155.219.150', 80)",1,0
6,"('157.185.129.21', 80)","('8.37.237.4', 443)",2,0
7,"('157.185.129.21', 80)","('103.235.46.135', 443)",2,0
8,"('157.185.129.21', 80)","('103.235.46.191', 443)",2,0
9,"('157.185.129.21', 80)","('180.179.9.91', 443)",1,0
10,"('157.185.129.21', 80)","('8.37.239.2', 443)",8,0
11,"('157.185.129.21', 80)","('208.67.222.222', 53)",8,0
12,"('157.185.129.21', 80)","('8.37.239.4', 443)",4,0
13,"('157.185.129.21', 80)","('91.198.174.192', 443)",1,0
14,"('91.198.174.208', 443)","('111.161.64.48', 443)",1,0
15,"('91.198.174.208', 443)","('103.235.47.110', 443)",1,0
16,"('91.198.174.208', 443)","('157.185.188.1', 80)",1,0
17,"('91.198.174.208', 443)","('111.161.64.40', 443)",1,0
18,"('91.198.174.208', 443)","('39.155.219.150', 80)",1,0
19,"('91.198.174.208', 443)","('8.37.237.4', 443)",1,0
20,"('91.198.174.208', 443)","('103.235.46.135', 443)",1,0
21,"('91.198.174.208', 443)","('103.235.46.191', 443)",1,0
22,"('91.198.174.208', 443)","('180.179.9.91', 443)",1,0
23,"('91.198.174.208', 443)","('8.37.239.2', 443)",1,0
24,"('91.198.174.208', 443)","('208.67.222.222', 53)",1,0
25,"('91.198.174.208', 443)","('8.37.239.4', 443)",1,0
26,"('91.198.174.208', 443)","('91.198.174.192', 443)",1,0
27,"('111.161.64.48', 443)","('103.235.47.110', 443)",2,0
28,"('111.161.64.48', 443)","('157.185.188.1', 80)",2,0
29,"('111.161.64.48', 443)","('111.161.64.40', 443)",2,0
30,"('111.161.64.48', 443)","('39.155.219.150', 80)",1,0
31,"('111.161.64.48', 443)","('8.37.237.4', 443)",1,0
32,"('111.161.64.48', 443)","('103.235.46.135', 443)",1,0
33,"('111.161.64.48', 443)","('103.235.46.191', 443)",1,0
34,"('111.161.64.48', 443)","('180.179.9.91', 443)",1,0
35,"('111.161.64.48', 443)","('8.37.239.2', 443)",2,0
36,"('111.161.64.48', 443)","('208.67.222.222', 53)",2,0
37,"('111.161.64.48', 443)","('8.37.239.4', 443)",2,0
38,"('111.161.64.48', 443)","('91.198.174.192', 443)",1,0
39,"('103.235.47.110', 443)","('157.185.188.1', 80)",2,0
40,"('103.235.47.110', 443)","('111.161.64.40', 443)",2,0
41,"('103.235.47.110', 443)","('39.155.219.150', 80)",1,0
42,"('103.235.47.110', 443)","('8.37.237.4', 443)",1,0
43,"('103.235.47.110', 443)","('103.235.46.135', 443)",1,0
44,"('103.235.47.110', 443)","('103.235.46.191', 443)",1,0
45,"('103.235.47.110', 443)","('180.179.9.91', 443)",1,0
46,"('103.235.47.110', 443)","('8.37.239.2', 443)",2,0
47,"('103.235.47.110', 443)","('208.67.222.222', 53)",2,0
48,"('103.235.47.110', 443)","('8.37.239.4', 443)",2,0
49,"('103.235.47.110', 443)","('91.198.174.192', 443)",1,0
50,"('157.185.188.1', 80)","('111.161.64.40', 443)",2,0
51,"('157.185.188.1', 80)","('39.155.219.150', 80)",1,0
52,"('157.185.188.1', 80)","('8.37.237.4', 443)",5,0
53,"('157.185.188.1', 80)","('103.235.46.135', 443)",2,0
54,"('157.185.188.1', 80)","('103.235.46.191', 443)",2,0
55,"('157.185.188.1', 80)","('180.179.9.91', 443)",2,0
56,"('157.185.188.1', 80)","('8.37.239.2', 443)",28,0
57,"('157.185.188.1', 80)","('208.67.222.222', 53)",28,0
58,"('157.185.188.1', 80)","('8.37.239.4', 443)",14,0
59,"('157.185.188.1', 80)","('91.198.174.192', 443)",1,0
60,"('111.161.64.40', 443)","('39.155.219.150', 80)",1,0
61,"('111.161.64.40', 443)","('8.37.237.4', 443)",1,0
62,"('111.161.64.40', 443)","('103.235.46.135', 443)",1,0
63,"('111.161.64.40', 443)","('103.235.46.191', 443)",1,0
64,"('111.161.64.40', 443)","('180.179.9.91', 443)",1,0
65,"('111.161.64.40', 443)","('8.37.239.2', 443)",2,0
66,"('111.161.64.40', 443)","('208.67.222.222', 53)",2,0
67,"('111.161.64.40', 443)","('8.37.239.4', 443)",2,0
68,"('111.161.64.40', 443)","('91.198.174.192', 443)",1,0
69,"('39.155.219.150', 80)","('8.37.237.4', 443)",1,0
70,"('39.155.219.150', 80)","('103.235.46.135', 443)",1,0
71,"('39.155.219.150', 80)","('103.235.46.191', 443)",1,0
72,"('39.155.219.150', 80)","('180.179.9.91', 443)",1,0
73,"('39.155.219.150', 80)","('8.37.239.2', 443)",1,0
74,"('39.155.219.150', 80)","('208.67.222.222', 53)",1,0
75,"('39.155.219.150', 80)","('8.37.239.4', 443)",1,0
76,"('39.155.219.150', 80)","('91.198.174.192', 443)",1,0
77,"('8.37.237.4', 443)","('103.235.46.135', 443)",1,0
78,"('8.37.237.4', 443)","('103.235.46.191', 443)",1,0
79,"('8.37.237.4', 443)","('180.179.9.91', 443)",1,0
80,"('8.37.237.4', 443)","('8.37.239.2', 443)",5,0
81,"('8.37.237.4', 443)","('208.67.222.222', 53)",5,0
82,"('8.37.237.4', 443)","('8.37.239.4', 443)",5,0
83,"('8.37.237.4', 443)","('91.198.174.192', 443)",1,0
84,"('103.235.46.135', 443)","('103.235.46.191', 443)",2,0
85,"('103.235.46.135', 443)","('180.179.9.91', 443)",1,0
86,"('103.235.46.135', 443)","('8.37.239.2', 443)",2,0
87,"('103.235.46.135', 443)","('208.67.222.222', 53)",2,0
88,"('103.235.46.135', 443)","('8.37.239.4', 443)",1,0
89,"('103.235.46.135', 443)","('91.198.174.192', 443)",1,0
