,source,target,weight,id
0,"('172.217.168.226', 443)","('172.217.168.227', 443)",1,0
1,"('172.217.168.226', 443)","('157.185.188.1', 80)",1,0
2,"('172.217.168.226', 443)","('182.92.20.106', 443)",1,0
3,"('172.217.168.226', 443)","('2.21.40.64', 443)",1,0
4,"('172.217.168.226', 443)","('198.11.132.39', 443)",1,0
5,"('172.217.168.226', 443)","('172.217.19.195', 443)",1,0
6,"('172.217.168.226', 443)","('8.37.239.2', 443)",1,0
7,"('172.217.168.226', 443)","('208.67.222.222', 53)",1,0
8,"('172.217.168.226', 443)","('23.56.186.102', 443)",1,0
9,"('172.217.168.227', 443)","('157.185.188.1', 80)",10,0
10,"('172.217.168.227', 443)","('182.92.20.106', 443)",1,0
11,"('172.217.168.227', 443)","('2.21.40.64', 443)",1,0
12,"('172.217.168.227', 443)","('198.11.132.39', 443)",5,0
13,"('172.217.168.227', 443)","('172.217.19.195', 443)",1,0
14,"('172.217.168.227', 443)","('8.37.239.2', 443)",10,0
15,"('172.217.168.227', 443)","('208.67.222.222', 53)",10,0
16,"('172.217.168.227', 443)","('23.56.186.102', 443)",1,0
17,"('157.185.188.1', 80)","('182.92.20.106', 443)",3,0
18,"('157.185.188.1', 80)","('2.21.40.64', 443)",1,0
19,"('157.185.188.1', 80)","('198.11.132.39', 443)",14,0
20,"('157.185.188.1', 80)","('172.217.19.195', 443)",1,0
21,"('157.185.188.1', 80)","('8.37.239.2', 443)",29,0
22,"('157.185.188.1', 80)","('208.67.222.222', 53)",29,0
23,"('157.185.188.1', 80)","('23.56.186.102', 443)",1,0
24,"('182.92.20.106', 443)","('2.21.40.64', 443)",1,0
25,"('182.92.20.106', 443)","('198.11.132.39', 443)",2,0
26,"('182.92.20.106', 443)","('172.217.19.195', 443)",1,0
27,"('182.92.20.106', 443)","('8.37.239.2', 443)",3,0
28,"('182.92.20.106', 443)","('208.67.222.222', 53)",3,0
29,"('182.92.20.106', 443)","('23.56.186.102', 443)",1,0
30,"('2.21.40.64', 443)","('198.11.132.39', 443)",1,0
31,"('2.21.40.64', 443)","('172.217.19.195', 443)",1,0
32,"('2.21.40.64', 443)","('8.37.239.2', 443)",1,0
33,"('2.21.40.64', 443)","('208.67.222.222', 53)",1,0
34,"('2.21.40.64', 443)","('23.56.186.102', 443)",1,0
35,"('198.11.132.39', 443)","('172.217.19.195', 443)",1,0
36,"('198.11.132.39', 443)","('8.37.239.2', 443)",14,0
37,"('198.11.132.39', 443)","('208.67.222.222', 53)",14,0
38,"('198.11.132.39', 443)","('23.56.186.102', 443)",1,0
39,"('172.217.19.195', 443)","('8.37.239.2', 443)",1,0
40,"('172.217.19.195', 443)","('208.67.222.222', 53)",1,0
41,"('172.217.19.195', 443)","('23.56.186.102', 443)",1,0
42,"('8.37.239.2', 443)","('208.67.222.222', 53)",29,0
43,"('8.37.239.2', 443)","('23.56.186.102', 443)",1,0
44,"('208.67.222.222', 53)","('23.56.186.102', 443)",1,0
45,"('180.179.9.87', 443)","('172.217.168.206', 443)",18,0
46,"('180.179.9.87', 443)","('163.171.134.162', 443)",1,0
47,"('180.179.9.87', 443)","('140.143.178.61', 443)",1,0
48,"('180.179.9.87', 443)","('220.242.130.76', 443)",1,0
49,"('180.179.9.87', 443)","('157.185.188.1', 80)",27,0
50,"('180.179.9.87', 443)","('157.185.187.19', 443)",1,0
51,"('180.179.9.87', 443)","('87.248.202.99', 443)",2,0
52,"('180.179.9.87', 443)","('54.191.118.67', 80)",2,0
53,"('180.179.9.87', 443)","('163.171.134.146', 443)",1,0
54,"('180.179.9.87', 443)","('163.171.134.182', 443)",1,0
55,"('180.179.9.87', 443)","('220.242.140.234', 443)",1,0
56,"('180.179.9.87', 443)","('182.92.20.106', 443)",2,0
57,"('180.179.9.87', 443)","('8.37.239.2', 443)",27,0
58,"('180.179.9.87', 443)","('54.191.118.67', 443)",2,0
59,"('180.179.9.87', 443)","('208.67.222.222', 53)",27,0
60,"('180.179.9.87', 443)","('157.185.185.166', 443)",1,0
61,"('172.217.168.206', 443)","('163.171.134.162', 443)",1,0
