,source,target,weight,id
0,"('180.179.9.87', 443)","('172.217.17.98', 443)",6,0
1,"('180.179.9.87', 443)","('172.217.168.206', 443)",14,0
2,"('180.179.9.87', 443)","('192.229.221.206', 443)",6,0
3,"('180.179.9.87', 443)","('79.137.69.229', 443)",1,0
4,"('180.179.9.87', 443)","('175.99.129.238', 443)",2,0
5,"('180.179.9.87', 443)","('157.185.188.1', 80)",23,0
6,"('180.179.9.87', 443)","('108.177.126.154', 443)",6,0
7,"('180.179.9.87', 443)","('47.74.139.35', 80)",5,0
8,"('180.179.9.87', 443)","('172.217.17.106', 443)",1,0
9,"('180.179.9.87', 443)","('184.30.69.43', 443)",1,0
10,"('180.179.9.87', 443)","('172.217.17.130', 443)",3,0
11,"('180.179.9.87', 443)","('23.222.65.248', 443)",1,0
12,"('180.179.9.87', 443)","('172.217.20.67', 443)",1,0
13,"('180.179.9.87', 443)","('8.37.239.2', 443)",23,0
14,"('180.179.9.87', 443)","('208.67.222.222', 53)",23,0
15,"('180.179.9.87', 443)","('172.217.168.194', 443)",10,0
16,"('172.217.17.98', 443)","('172.217.168.206', 443)",7,0
17,"('172.217.17.98', 443)","('192.229.221.206', 443)",4,0
18,"('172.217.17.98', 443)","('79.137.69.229', 443)",1,0
19,"('172.217.17.98', 443)","('175.99.129.238', 443)",2,0
20,"('172.217.17.98', 443)","('157.185.188.1', 80)",7,0
21,"('172.217.17.98', 443)","('108.177.126.154', 443)",7,0
22,"('172.217.17.98', 443)","('47.74.139.35', 80)",1,0
23,"('172.217.17.98', 443)","('172.217.17.106', 443)",1,0
24,"('172.217.17.98', 443)","('184.30.69.43', 443)",1,0
25,"('172.217.17.98', 443)","('172.217.17.130', 443)",3,0
26,"('172.217.17.98', 443)","('23.222.65.248', 443)",1,0
27,"('172.217.17.98', 443)","('172.217.20.67', 443)",1,0
28,"('172.217.17.98', 443)","('8.37.239.2', 443)",7,0
29,"('172.217.17.98', 443)","('208.67.222.222', 53)",7,0
30,"('172.217.17.98', 443)","('172.217.168.194', 443)",5,0
31,"('172.217.168.206', 443)","('192.229.221.206', 443)",5,0
32,"('172.217.168.206', 443)","('79.137.69.229', 443)",1,0
33,"('172.217.168.206', 443)","('175.99.129.238', 443)",2,0
34,"('172.217.168.206', 443)","('157.185.188.1', 80)",16,0
35,"('172.217.168.206', 443)","('108.177.126.154', 443)",8,0
36,"('172.217.168.206', 443)","('47.74.139.35', 80)",2,0
37,"('172.217.168.206', 443)","('172.217.17.106', 443)",1,0
38,"('172.217.168.206', 443)","('184.30.69.43', 443)",1,0
39,"('172.217.168.206', 443)","('172.217.17.130', 443)",3,0
40,"('172.217.168.206', 443)","('23.222.65.248', 443)",1,0
41,"('172.217.168.206', 443)","('172.217.20.67', 443)",1,0
