,source,target,weight,id
0,"('185.13.88.201', 443)","('180.179.9.87', 443)",5,0
1,"('185.13.88.201', 443)","('54.239.164.246', 443)",2,0
2,"('185.13.88.201', 443)","('172.217.19.194', 443)",5,0
3,"('185.13.88.201', 443)","('172.217.17.66', 443)",2,0
4,"('185.13.88.201', 443)","('23.222.64.241', 443)",2,0
5,"('185.13.88.201', 443)","('52.5.229.22', 443)",2,0
6,"('185.13.88.201', 443)","('172.217.168.205', 443)",2,0
7,"('185.13.88.201', 443)","('88.221.165.239', 443)",2,0
8,"('185.13.88.201', 443)","('216.58.211.110', 443)",2,0
9,"('185.13.88.201', 443)","('31.13.64.21', 443)",3,0
10,"('185.13.88.201', 443)","('8.37.239.2', 443)",5,0
11,"('185.13.88.201', 443)","('27.133.210.12', 443)",2,0
12,"('185.13.88.201', 443)","('23.37.50.174', 443)",2,0
13,"('185.13.88.201', 443)","('23.38.224.193', 443)",2,0
14,"('185.13.88.201', 443)","('27.133.210.19', 443)",2,0
15,"('185.13.88.201', 443)","('109.71.161.139', 443)",3,0
16,"('185.13.88.201', 443)","('151.101.192.134', 443)",2,0
17,"('185.13.88.201', 443)","('157.185.188.1', 80)",4,0
18,"('185.13.88.201', 443)","('54.239.164.181', 443)",2,0
19,"('185.13.88.201', 443)","('23.222.50.60', 443)",2,0
20,"('185.13.88.201', 443)","('23.2.224.236', 443)",2,0
21,"('185.13.88.201', 443)","('203.80.29.84', 443)",2,0
22,"('185.13.88.201', 443)","('109.71.161.162', 443)",5,0
23,"('185.13.88.201', 443)","('208.67.222.222', 53)",5,0
24,"('185.13.88.201', 443)","('34.205.124.139', 443)",1,0
25,"('185.13.88.201', 443)","('203.80.29.85', 443)",2,0
26,"('185.13.88.201', 443)","('108.177.126.155', 443)",3,0
27,"('185.13.88.201', 443)","('208.67.220.220', 53)",1,0
28,"('185.13.88.201', 443)","('104.16.76.166', 443)",2,0
29,"('185.13.88.201', 443)","('31.13.64.35', 443)",3,0
30,"('185.13.88.201', 443)","('172.217.17.68', 443)",5,0
31,"('185.13.88.201', 443)","('172.217.168.206', 443)",4,0
32,"('185.13.88.201', 443)","('203.80.29.80', 443)",1,0
33,"('185.13.88.201', 443)","('190.9.130.185', 443)",3,0
34,"('185.13.88.201', 443)","('216.58.211.106', 443)",4,0
35,"('185.13.88.201', 443)","('8.37.239.129', 443)",5,0
36,"('185.13.88.201', 443)","('172.217.17.33', 443)",2,0
37,"('185.13.88.201', 443)","('172.217.168.202', 443)",1,0
38,"('185.13.88.201', 443)","('157.112.71.22', 443)",2,0
39,"('185.13.88.201', 443)","('172.217.168.232', 443)",4,0
40,"('185.13.88.201', 443)","('172.217.168.194', 443)",5,0
41,"('185.13.88.201', 443)","('52.7.222.158', 443)",2,0
42,"('185.13.88.201', 443)","('169.44.99.105', 443)",5,0
43,"('180.179.9.87', 443)","('54.239.164.246', 443)",2,0
44,"('180.179.9.87', 443)","('172.217.19.194', 443)",6,0
45,"('180.179.9.87', 443)","('172.217.17.66', 443)",3,0
46,"('180.179.9.87', 443)","('23.222.64.241', 443)",2,0
47,"('180.179.9.87', 443)","('52.5.229.22', 443)",2,0
48,"('180.179.9.87', 443)","('172.217.168.205', 443)",2,0
49,"('180.179.9.87', 443)","('88.221.165.239', 443)",2,0
50,"('180.179.9.87', 443)","('216.58.211.110', 443)",5,0
51,"('180.179.9.87', 443)","('31.13.64.21', 443)",9,0
52,"('180.179.9.87', 443)","('8.37.239.2', 443)",20,0
53,"('180.179.9.87', 443)","('27.133.210.12', 443)",2,0
54,"('180.179.9.87', 443)","('23.37.50.174', 443)",2,0
55,"('180.179.9.87', 443)","('23.38.224.193', 443)",2,0
56,"('180.179.9.87', 443)","('27.133.210.19', 443)",2,0
57,"('180.179.9.87', 443)","('109.71.161.139', 443)",3,0
58,"('180.179.9.87', 443)","('151.101.192.134', 443)",2,0
59,"('180.179.9.87', 443)","('157.185.188.1', 80)",19,0
60,"('180.179.9.87', 443)","('54.239.164.181', 443)",2,0
61,"('180.179.9.87', 443)","('23.222.50.60', 443)",2,0
62,"('180.179.9.87', 443)","('23.2.224.236', 443)",2,0
63,"('180.179.9.87', 443)","('203.80.29.84', 443)",2,0
64,"('180.179.9.87', 443)","('109.71.161.162', 443)",6,0
65,"('180.179.9.87', 443)","('208.67.222.222', 53)",20,0
66,"('180.179.9.87', 443)","('34.205.124.139', 443)",1,0
67,"('180.179.9.87', 443)","('203.80.29.85', 443)",2,0
68,"('180.179.9.87', 443)","('108.177.126.155', 443)",3,0
69,"('180.179.9.87', 443)","('208.67.220.220', 53)",6,0
70,"('180.179.9.87', 443)","('104.16.76.166', 443)",2,0
71,"('180.179.9.87', 443)","('31.13.64.35', 443)",9,0
72,"('180.179.9.87', 443)","('172.217.17.68', 443)",11,0
73,"('180.179.9.87', 443)","('172.217.168.206', 443)",13,0
74,"('180.179.9.87', 443)","('203.80.29.80', 443)",1,0
75,"('180.179.9.87', 443)","('190.9.130.185', 443)",5,0
76,"('180.179.9.87', 443)","('216.58.211.106', 443)",7,0
77,"('180.179.9.87', 443)","('8.37.239.129', 443)",6,0
78,"('180.179.9.87', 443)","('172.217.17.33', 443)",2,0
79,"('180.179.9.87', 443)","('172.217.168.202', 443)",1,0
80,"('180.179.9.87', 443)","('157.112.71.22', 443)",2,0
81,"('180.179.9.87', 443)","('172.217.168.232', 443)",11,0
82,"('180.179.9.87', 443)","('172.217.168.194', 443)",12,0
83,"('180.179.9.87', 443)","('52.7.222.158', 443)",2,0
84,"('180.179.9.87', 443)","('169.44.99.105', 443)",6,0
85,"('54.239.164.246', 443)","('172.217.19.194', 443)",2,0
86,"('54.239.164.246', 443)","('172.217.17.66', 443)",2,0
87,"('54.239.164.246', 443)","('23.222.64.241', 443)",2,0
88,"('54.239.164.246', 443)","('52.5.229.22', 443)",2,0
89,"('54.239.164.246', 443)","('172.217.168.205', 443)",2,0
90,"('54.239.164.246', 443)","('88.221.165.239', 443)",2,0
91,"('54.239.164.246', 443)","('216.58.211.110', 443)",2,0
92,"('54.239.164.246', 443)","('31.13.64.21', 443)",2,0
93,"('54.239.164.246', 443)","('8.37.239.2', 443)",2,0
94,"('54.239.164.246', 443)","('27.133.210.12', 443)",2,0
95,"('54.239.164.246', 443)","('23.37.50.174', 443)",2,0
96,"('54.239.164.246', 443)","('23.38.224.193', 443)",2,0
97,"('54.239.164.246', 443)","('27.133.210.19', 443)",2,0
98,"('54.239.164.246', 443)","('109.71.161.139', 443)",2,0
99,"('54.239.164.246', 443)","('151.101.192.134', 443)",2,0
100,"('54.239.164.246', 443)","('157.185.188.1', 80)",2,0
101,"('54.239.164.246', 443)","('54.239.164.181', 443)",2,0
102,"('54.239.164.246', 443)","('23.222.50.60', 443)",2,0
103,"('54.239.164.246', 443)","('23.2.224.236', 443)",2,0
104,"('54.239.164.246', 443)","('203.80.29.84', 443)",2,0
105,"('54.239.164.246', 443)","('109.71.161.162', 443)",2,0
106,"('54.239.164.246', 443)","('208.67.222.222', 53)",2,0
107,"('54.239.164.246', 443)","('34.205.124.139', 443)",1,0
108,"('54.239.164.246', 443)","('203.80.29.85', 443)",2,0
109,"('54.239.164.246', 443)","('108.177.126.155', 443)",2,0
110,"('54.239.164.246', 443)","('208.67.220.220', 53)",1,0
111,"('54.239.164.246', 443)","('104.16.76.166', 443)",2,0
112,"('54.239.164.246', 443)","('31.13.64.35', 443)",2,0
113,"('54.239.164.246', 443)","('172.217.17.68', 443)",2,0
114,"('54.239.164.246', 443)","('172.217.168.206', 443)",2,0
115,"('54.239.164.246', 443)","('203.80.29.80', 443)",1,0
116,"('54.239.164.246', 443)","('190.9.130.185', 443)",2,0
117,"('54.239.164.246', 443)","('216.58.211.106', 443)",2,0
118,"('54.239.164.246', 443)","('8.37.239.129', 443)",2,0
119,"('54.239.164.246', 443)","('172.217.17.33', 443)",2,0
120,"('54.239.164.246', 443)","('172.217.168.202', 443)",1,0
121,"('54.239.164.246', 443)","('157.112.71.22', 443)",2,0
122,"('54.239.164.246', 443)","('172.217.168.232', 443)",2,0
123,"('54.239.164.246', 443)","('172.217.168.194', 443)",2,0
124,"('54.239.164.246', 443)","('52.7.222.158', 443)",2,0
125,"('54.239.164.246', 443)","('169.44.99.105', 443)",2,0
126,"('172.217.19.194', 443)","('172.217.17.66', 443)",2,0
127,"('172.217.19.194', 443)","('23.222.64.241', 443)",2,0
128,"('172.217.19.194', 443)","('52.5.229.22', 443)",2,0
129,"('172.217.19.194', 443)","('172.217.168.205', 443)",2,0
130,"('172.217.19.194', 443)","('88.221.165.239', 443)",2,0
131,"('172.217.19.194', 443)","('216.58.211.110', 443)",3,0
132,"('172.217.19.194', 443)","('31.13.64.21', 443)",5,0
133,"('172.217.19.194', 443)","('8.37.239.2', 443)",6,0
134,"('172.217.19.194', 443)","('27.133.210.12', 443)",2,0
135,"('172.217.19.194', 443)","('23.37.50.174', 443)",2,0
136,"('172.217.19.194', 443)","('23.38.224.193', 443)",2,0
137,"('172.217.19.194', 443)","('27.133.210.19', 443)",2,0
138,"('172.217.19.194', 443)","('109.71.161.139', 443)",3,0
139,"('172.217.19.194', 443)","('151.101.192.134', 443)",2,0
140,"('172.217.19.194', 443)","('157.185.188.1', 80)",6,0
141,"('172.217.19.194', 443)","('54.239.164.181', 443)",2,0
142,"('172.217.19.194', 443)","('23.222.50.60', 443)",2,0
143,"('172.217.19.194', 443)","('23.2.224.236', 443)",2,0
144,"('172.217.19.194', 443)","('203.80.29.84', 443)",2,0
145,"('172.217.19.194', 443)","('109.71.161.162', 443)",6,0
146,"('172.217.19.194', 443)","('208.67.222.222', 53)",7,0
147,"('172.217.19.194', 443)","('34.205.124.139', 443)",1,0
148,"('172.217.19.194', 443)","('203.80.29.85', 443)",2,0
149,"('172.217.19.194', 443)","('108.177.126.155', 443)",4,0
150,"('172.217.19.194', 443)","('208.67.220.220', 53)",1,0
151,"('172.217.19.194', 443)","('104.16.76.166', 443)",2,0
152,"('172.217.19.194', 443)","('31.13.64.35', 443)",5,0
153,"('172.217.19.194', 443)","('172.217.17.68', 443)",7,0
154,"('172.217.19.194', 443)","('172.217.168.206', 443)",6,0
155,"('172.217.19.194', 443)","('203.80.29.80', 443)",1,0
156,"('172.217.19.194', 443)","('190.9.130.185', 443)",3,0
157,"('172.217.19.194', 443)","('216.58.211.106', 443)",6,0
158,"('172.217.19.194', 443)","('8.37.239.129', 443)",6,0
159,"('172.217.19.194', 443)","('172.217.17.33', 443)",2,0
160,"('172.217.19.194', 443)","('172.217.168.202', 443)",1,0
161,"('172.217.19.194', 443)","('157.112.71.22', 443)",2,0
162,"('172.217.19.194', 443)","('172.217.168.232', 443)",6,0
163,"('172.217.19.194', 443)","('172.217.168.194', 443)",6,0
164,"('172.217.19.194', 443)","('52.7.222.158', 443)",2,0
165,"('172.217.19.194', 443)","('169.44.99.105', 443)",6,0
166,"('172.217.17.66', 443)","('23.222.64.241', 443)",2,0
167,"('172.217.17.66', 443)","('52.5.229.22', 443)",2,0
168,"('172.217.17.66', 443)","('172.217.168.205', 443)",2,0
169,"('172.217.17.66', 443)","('88.221.165.239', 443)",2,0
170,"('172.217.17.66', 443)","('216.58.211.110', 443)",3,0
171,"('172.217.17.66', 443)","('31.13.64.21', 443)",3,0
172,"('172.217.17.66', 443)","('8.37.239.2', 443)",4,0
173,"('172.217.17.66', 443)","('27.133.210.12', 443)",2,0
174,"('172.217.17.66', 443)","('23.37.50.174', 443)",2,0
175,"('172.217.17.66', 443)","('23.38.224.193', 443)",2,0
176,"('172.217.17.66', 443)","('27.133.210.19', 443)",2,0
177,"('172.217.17.66', 443)","('109.71.161.139', 443)",2,0
178,"('172.217.17.66', 443)","('151.101.192.134', 443)",2,0
179,"('172.217.17.66', 443)","('157.185.188.1', 80)",4,0
180,"('172.217.17.66', 443)","('54.239.164.181', 443)",2,0
181,"('172.217.17.66', 443)","('23.222.50.60', 443)",2,0
182,"('172.217.17.66', 443)","('23.2.224.236', 443)",2,0
183,"('172.217.17.66', 443)","('203.80.29.84', 443)",2,0
184,"('172.217.17.66', 443)","('109.71.161.162', 443)",2,0
185,"('172.217.17.66', 443)","('208.67.222.222', 53)",4,0
186,"('172.217.17.66', 443)","('34.205.124.139', 443)",1,0
187,"('172.217.17.66', 443)","('203.80.29.85', 443)",2,0
188,"('172.217.17.66', 443)","('108.177.126.155', 443)",3,0
189,"('172.217.17.66', 443)","('208.67.220.220', 53)",2,0
