,source,target,weight,id
0,"('157.185.129.21', 80)","('184.168.221.25', 443)",2,0
1,"('157.185.129.21', 80)","('157.185.188.1', 80)",27,0
2,"('157.185.129.21', 80)","('47.74.172.82', 80)",4,0
3,"('157.185.129.21', 80)","('47.74.139.35', 80)",4,0
4,"('157.185.129.21', 80)","('198.11.132.39', 443)",13,0
5,"('157.185.129.21', 80)","('42.236.9.70', 443)",1,0
6,"('157.185.129.21', 80)","('208.67.222.222', 53)",26,0
7,"('157.185.129.21', 80)","('8.37.239.4', 443)",11,0
8,"('184.168.221.25', 443)","('157.185.188.1', 80)",2,0
9,"('184.168.221.25', 443)","('47.74.172.82', 80)",1,0
10,"('184.168.221.25', 443)","('47.74.139.35', 80)",1,0
11,"('184.168.221.25', 443)","('198.11.132.39', 443)",1,0
12,"('184.168.221.25', 443)","('42.236.9.70', 443)",1,0
13,"('184.168.221.25', 443)","('208.67.222.222', 53)",2,0
14,"('184.168.221.25', 443)","('8.37.239.4', 443)",2,0
15,"('157.185.188.1', 80)","('47.74.172.82', 80)",4,0
16,"('157.185.188.1', 80)","('47.74.139.35', 80)",4,0
17,"('157.185.188.1', 80)","('198.11.132.39', 443)",14,0
18,"('157.185.188.1', 80)","('42.236.9.70', 443)",1,0
19,"('157.185.188.1', 80)","('208.67.222.222', 53)",28,0
20,"('157.185.188.1', 80)","('8.37.239.4', 443)",12,0
21,"('47.74.172.82', 80)","('47.74.139.35', 80)",4,0
22,"('47.74.172.82', 80)","('198.11.132.39', 443)",3,0
23,"('47.74.172.82', 80)","('42.236.9.70', 443)",1,0
24,"('47.74.172.82', 80)","('208.67.222.222', 53)",4,0
25,"('47.74.172.82', 80)","('8.37.239.4', 443)",2,0
26,"('47.74.139.35', 80)","('198.11.132.39', 443)",3,0
27,"('47.74.139.35', 80)","('42.236.9.70', 443)",1,0
28,"('47.74.139.35', 80)","('208.67.222.222', 53)",4,0
29,"('47.74.139.35', 80)","('8.37.239.4', 443)",2,0
30,"('198.11.132.39', 443)","('42.236.9.70', 443)",1,0
31,"('198.11.132.39', 443)","('208.67.222.222', 53)",13,0
32,"('198.11.132.39', 443)","('8.37.239.4', 443)",7,0
33,"('42.236.9.70', 443)","('208.67.222.222', 53)",1,0
34,"('42.236.9.70', 443)","('8.37.239.4', 443)",1,0
35,"('208.67.222.222', 53)","('8.37.239.4', 443)",11,0
36,"('157.185.129.21', 80)","('54.229.132.151', 443)",3,0
37,"('157.185.129.21', 80)","('104.106.237.138', 443)",3,0
38,"('157.185.129.21', 80)","('172.217.17.99', 443)",2,0
39,"('157.185.129.21', 80)","('52.95.120.67', 443)",2,0
40,"('157.185.129.21', 80)","('172.217.19.195', 443)",2,0
41,"('157.185.129.21', 80)","('8.37.239.2', 443)",23,0
42,"('157.185.129.21', 80)","('172.217.168.194', 443)",12,0
43,"('157.185.129.21', 80)","('54.192.13.23', 443)",5,0
44,"('184.168.221.25', 443)","('54.229.132.151', 443)",1,0
45,"('184.168.221.25', 443)","('104.106.237.138', 443)",1,0
46,"('184.168.221.25', 443)","('172.217.17.99', 443)",1,0
47,"('184.168.221.25', 443)","('52.95.120.67', 443)",1,0
48,"('184.168.221.25', 443)","('172.217.19.195', 443)",1,0
49,"('184.168.221.25', 443)","('8.37.239.2', 443)",1,0
50,"('184.168.221.25', 443)","('172.217.168.194', 443)",1,0
51,"('184.168.221.25', 443)","('54.192.13.23', 443)",1,0
52,"('54.229.132.151', 443)","('104.106.237.138', 443)",3,0
53,"('54.229.132.151', 443)","('172.217.17.99', 443)",1,0
54,"('54.229.132.151', 443)","('157.185.188.1', 80)",3,0
55,"('54.229.132.151', 443)","('52.95.120.67', 443)",2,0
56,"('54.229.132.151', 443)","('172.217.19.195', 443)",1,0
57,"('54.229.132.151', 443)","('8.37.239.2', 443)",3,0
58,"('54.229.132.151', 443)","('208.67.222.222', 53)",2,0
59,"('54.229.132.151', 443)","('172.217.168.194', 443)",2,0
60,"('54.229.132.151', 443)","('8.37.239.4', 443)",2,0
61,"('54.229.132.151', 443)","('54.192.13.23', 443)",3,0
62,"('104.106.237.138', 443)","('172.217.17.99', 443)",1,0
63,"('104.106.237.138', 443)","('157.185.188.1', 80)",3,0
64,"('104.106.237.138', 443)","('52.95.120.67', 443)",2,0
65,"('104.106.237.138', 443)","('172.217.19.195', 443)",1,0
66,"('104.106.237.138', 443)","('8.37.239.2', 443)",3,0
67,"('104.106.237.138', 443)","('208.67.222.222', 53)",2,0
68,"('104.106.237.138', 443)","('172.217.168.194', 443)",2,0
69,"('104.106.237.138', 443)","('8.37.239.4', 443)",2,0
70,"('104.106.237.138', 443)","('54.192.13.23', 443)",3,0
71,"('172.217.17.99', 443)","('157.185.188.1', 80)",3,0
72,"('172.217.17.99', 443)","('52.95.120.67', 443)",1,0
73,"('172.217.17.99', 443)","('172.217.19.195', 443)",1,0
74,"('172.217.17.99', 443)","('8.37.239.2', 443)",2,0
75,"('172.217.17.99', 443)","('208.67.222.222', 53)",3,0
76,"('172.217.17.99', 443)","('172.217.168.194', 443)",1,0
77,"('172.217.17.99', 443)","('8.37.239.4', 443)",1,0
78,"('172.217.17.99', 443)","('54.192.13.23', 443)",1,0
79,"('157.185.188.1', 80)","('52.95.120.67', 443)",2,0
80,"('157.185.188.1', 80)","('172.217.19.195', 443)",2,0
81,"('157.185.188.1', 80)","('8.37.239.2', 443)",25,0
82,"('157.185.188.1', 80)","('172.217.168.194', 443)",12,0
83,"('157.185.188.1', 80)","('54.192.13.23', 443)",5,0
84,"('52.95.120.67', 443)","('172.217.19.195', 443)",1,0
85,"('52.95.120.67', 443)","('8.37.239.2', 443)",2,0
86,"('52.95.120.67', 443)","('208.67.222.222', 53)",1,0
87,"('52.95.120.67', 443)","('172.217.168.194', 443)",1,0
88,"('52.95.120.67', 443)","('8.37.239.4', 443)",2,0
89,"('52.95.120.67', 443)","('54.192.13.23', 443)",2,0
90,"('172.217.19.195', 443)","('8.37.239.2', 443)",2,0
91,"('172.217.19.195', 443)","('208.67.222.222', 53)",2,0
92,"('172.217.19.195', 443)","('172.217.168.194', 443)",2,0
93,"('172.217.19.195', 443)","('8.37.239.4', 443)",1,0
94,"('172.217.19.195', 443)","('54.192.13.23', 443)",1,0
95,"('8.37.239.2', 443)","('208.67.222.222', 53)",24,0
96,"('8.37.239.2', 443)","('172.217.168.194', 443)",12,0
97,"('8.37.239.2', 443)","('8.37.239.4', 443)",11,0
98,"('8.37.239.2', 443)","('54.192.13.23', 443)",5,0
99,"('208.67.222.222', 53)","('172.217.168.194', 443)",12,0
100,"('208.67.222.222', 53)","('54.192.13.23', 443)",4,0
101,"('172.217.168.194', 443)","('8.37.239.4', 443)",6,0
