,id,label
0,1,13102
1,2,14102
2,3,16102
3,4,18102
4,5,13102
5,6,14102
6,7,16102
7,8,18102
8,9,13102
9,10,14102
10,11,16102
11,12,18102
12,13,13102
13,14,14102
14,15,16102
15,16,18102
16,17,13102
17,18,14102
18,19,16102
19,20,18102
20,21,13102
21,22,14102
22,23,16102
23,24,18102
24,25,13102
25,26,14102
26,27,16102
27,28,18102
28,29,13102
29,30,14102
30,31,16102
31,32,18102
32,33,13102
33,34,14102
34,35,16102
35,36,18102
36,37,13102
37,38,14102
38,39,16102
39,40,18102
40,41,13102
41,42,14102
42,43,16102
43,44,18102
44,45,13102
45,46,16102
46,47,18102
47,48,13102
48,49,14102
49,50,16102
50,51,18102
51,52,13102
52,53,14102
53,54,16102
54,55,18102
55,56,13102
56,57,14102
57,58,16102
58,59,18102
59,60,11102
60,61,13102
61,62,14102
62,63,16102
63,64,18102
64,65,13102
65,66,14102
66,67,16102
67,68,18102
68,69,13102
69,70,14102
70,71,16102
71,72,18102
72,73,13102
73,74,14102
74,75,16102
75,76,13102
76,77,14102
77,78,16102
78,79,13102
79,80,14102
80,81,16102
81,82,18102
82,83,13102
83,84,14102
84,85,16102
85,86,18102
86,87,13102
87,88,14102
88,89,16102
89,90,18102
90,91,13102
91,92,14102
92,93,16102
93,94,18102
94,95,11102
95,96,13102
96,97,14102
97,98,16102
98,99,18102
99,100,11102
100,101,13102
101,102,14102
102,103,16102
103,104,18102
104,105,11102
105,106,13102
106,107,14102
107,108,16102
108,109,18102
109,110,11102
110,111,13102
111,112,16102
112,113,18102
113,114,11102
114,115,13102
115,116,14102
116,117,16102
117,118,18102
118,119,11102
119,120,13102
120,121,14102
121,122,16102
122,123,18102
123,124,11102
124,125,13102
125,126,14102
126,127,16102
127,128,11102
128,129,13102
129,130,14102
130,131,16102
131,132,18102
132,133,11102
133,134,13102
134,135,14102
135,136,16102
136,137,18102
137,138,11102
138,139,13102
139,140,14102
140,141,16102
141,142,18102
142,143,11102
143,144,13102
144,145,14102
145,146,16102
146,147,18102
147,148,11102
148,149,13102
149,150,14102
150,151,16102
151,152,18102
152,153,11102
153,154,13102
154,155,14102
155,156,16102
156,157,18102
157,158,11102
158,159,13102
159,160,14102
160,161,16102
161,162,18102
162,163,11102
163,164,13102
164,165,14102
165,166,16102
166,167,18102
167,168,11102
168,169,13102
169,170,14102
170,171,16102
171,172,11102
172,173,13102
173,174,16102
174,175,13102
175,176,14102
176,177,16102
177,178,18102
178,179,11102
179,180,13102
180,181,14102
181,182,16102
182,183,18102
183,184,11102
184,185,13102
185,186,14102
186,187,16102
187,188,11102
188,189,13102
189,190,14102
190,191,16102
191,192,18102
192,193,11102
193,194,13102
194,195,14102
195,196,16102
196,197,18102
197,198,11102
198,199,13102
199,200,14102
200,201,16102
201,202,18102
202,203,11102
203,204,13102
204,205,14102
205,206,16102
206,207,18102
207,208,13102
208,209,14102
209,210,16102
210,211,18102
211,212,13102
212,213,14102
213,214,16102
214,215,18102
215,216,11102
216,217,13102
217,218,14102
218,219,16102
219,220,18102
220,221,13102
221,222,14102
222,223,16102
223,224,18102
224,225,13102
225,226,14102
226,227,16102
227,228,18102
228,229,13102
229,230,14102
230,231,16102
231,232,18102
232,233,13102
233,234,14102
234,235,16102
235,236,18102
236,237,13102
237,238,14102
238,239,16102
239,240,18102
240,241,13102
241,242,14102
242,243,16102
243,244,18102
244,245,13102
245,246,14102
246,247,16102
247,248,18102
248,249,13102
249,250,14102
250,251,16102
251,252,18102
252,253,13102
253,254,16102
254,255,18102
255,256,13102
256,257,14102
257,258,15102
258,259,16102
259,260,18102
260,261,13102
261,262,14102
262,263,15102
263,264,16102
264,265,18102
265,266,13102
266,267,14102
267,268,15102
268,269,16102
269,270,18102
270,271,13102
271,272,14102
272,273,15102
273,274,16102
274,275,18102
275,276,13102
276,277,14102
277,278,15102
278,279,16102
279,280,18102
280,281,13102
281,282,14102
282,283,15102
283,284,16102
284,285,18102
285,286,13102
286,287,14102
287,288,15102
288,289,16102
289,290,18102
290,291,13102
291,292,14102
292,293,15102
293,294,16102
294,295,18102
295,296,13102
296,297,16102
297,298,18102
298,299,13102
299,300,14102
300,301,15102
301,302,16102
302,303,18102
303,304,13102
304,305,14102
305,306,15102
306,307,16102
307,308,18102
