id,folder,fname,sample_type,label,modified_mac
3673,d_hi_safari,d_hi_safari_Homefront_TRAILER_13_54_25_480p.pcap.TCP_10-0-0-11_52935_216-58-208-65_443.pcap,0,13403,00:34:5b:0e:59:50
3674,d_hi_safari,d_hi_safari_Deadpool_15_07_41_144p.pcap.TCP_10-0-0-11_54393_216-58-210-6_443.pcap,0,18403,00:47:e3:0e:5a:50
3675,d_hi_safari,d_hi_safari_THE_LOFT_15_51_14_144p.pcap.TCP_10-0-0-11_55153_212-179-154-216_443.pcap,0,17403,00:43:fb:0e:5b:50
3676,d_hi_safari,d_hi_safari_Taylor_Swift_Bad_Blood_23_30_15_240p.pcap.TCP_10-0-0-20_55116_212-179-154-216_443.pcap,0,13403,00:34:5b:0e:5c:50
3677,d_hi_safari,d_hi_safari_Deadpool_15_16_49_480p.pcap.TCP_10-0-0-11_54527_212-179-180-103_443.pcap,0,18403,00:47:e3:0e:5d:50
3678,d_hi_safari,d_hi_safari_Homefront_TRAILER_13_47_53_240p.pcap.TCP_10-0-0-11_52770_212-179-154-246_443.pcap,0,13403,00:34:5b:0e:5e:50
3679,d_hi_safari,D_Infos-iMac.local_safari_11-23__19_11_23.pcap.TCP_10-0-0-2_64838_104-244-42-1_443.pcap,0,16403,00:40:13:0e:5f:50
3680,d_hi_safari,d_hi_safari_Batman_vs_Superman_14_15_47_480p.pcap.TCP_10-0-0-11_53309_212-179-154-232_443.pcap,0,17403,00:43:fb:0e:60:50
3681,d_hi_safari,d_hi_safari_Tamer_Hosny_20_51_36_1080p.pcap.TCP_10-0-0-20_52910_17-146-232-12_443.pcap,0,18403,00:47:e3:0e:61:50
3682,d_hi_safari,d_hi_safari_Farruko_Hola_Beba_14_54_11_144p.pcap.TCP_10-0-0-11_64144_216-58-210-66_443.pcap,0,13403,00:34:5b:0e:62:50
3683,d_hi_safari,d_hi_safari_Cinderella_12_02_50_480p.pcap.TCP_10-0-0-11_50924_212-179-154-231_443.pcap,0,13403,00:34:5b:0e:63:50
3684,d_hi_safari,d_hi_safari_Angry_Birds_14_44_27_1080p.pcap.TCP_10-0-0-11_53957_212-179-154-205_443.pcap,0,17403,00:43:fb:0e:64:50
3685,d_hi_safari,d_hi_safari_Taylor_Swift_Bad_Blood_23_48_14_1080p.pcap.TCP_10-0-0-20_55328_81-218-16-209_443.pcap,0,17403,00:43:fb:0e:65:50
3686,d_hi_safari,d_hi_safari_Hitman_12_58_34_480p.pcap.TCP_10-0-0-11_51914_212-179-180-95_443.pcap,0,18403,00:47:e3:0e:66:50
3687,d_hi_safari,D_Infos-iMac.local_safari_11-19__18_50_24.pcap.TCP_10-0-0-2_54909_216-58-210-46_443.pcap,0,13403,00:34:5b:0e:67:50
3688,d_hi_safari,D_Infos-iMac.local_safari_11-23__19_11_23.pcap.TCP_10-0-0-2_65079_104-244-42-129_443.pcap,0,16403,00:40:13:0e:68:50
3689,d_hi_safari,d_hi_safari_Hitman_13_01_30_720p.pcap.TCP_10-0-0-11_51934_212-179-154-242_443.pcap,0,13403,00:34:5b:0e:69:50
3690,d_hi_safari,d_hi_safari_Deadpool_15_19_55_720p.pcap.TCP_10-0-0-11_54577_212-179-180-95_443.pcap,0,18403,00:47:e3:0e:6a:50
3691,d_hi_safari,D_Infos-iMac.local_safari_11-19__18_57_33.pcap.TCP_10-0-0-2_60186_104-244-43-199_443.pcap,0,16403,00:40:13:0e:6b:50
3692,d_hi_safari,d_hi_safari_Shakira_Waka_Waka_22_59_32_144p.pcap.TCP_10-0-0-20_54701_173-194-112-74_443.pcap,0,13403,00:34:5b:0e:6c:50
3693,d_hi_safari,d_hi_safari_Justin_Bieber_21_36_50_240p.pcap.TCP_10-0-0-20_53401_216-58-210-77_443.pcap,0,13403,00:34:5b:0e:6d:50
3694,d_hi_safari,d_hi_safari_How_Deep_Is_Your_Love_15_52_26_360p.pcap.TCP_10-0-0-11_49327_216-58-210-66_443.pcap,0,13403,00:34:5b:0e:6e:50
3695,d_hi_safari,d_hi_safari_Batman_vs_Superman_14_15_47_480p.pcap.TCP_10-0-0-11_53326_216-58-210-2_443.pcap,0,13403,00:34:5b:0e:6f:50
3696,d_hi_safari,d_hi_safari_Hitman_12_52_48_240p.pcap.TCP_10-0-0-11_51809_212-179-154-226_443.pcap,0,13403,00:34:5b:0e:70:50
