id,folder,fname,sample_type,label,modified_mac
10174.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-09__14_40_43.pcap.TCP_10-0-0-2_53438_104-244-42-8_443.pcap.Seconds_1447080000.pcap,4.0,16103.0,00:3e:e7:27:be:10
10175.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-09__14_40_09.pcap.TCP_10-0-0-2_53294_104-244-42-193_443.pcap.Seconds_1447080000.pcap,4.0,16103.0,00:3e:e7:27:bf:10
10176.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-03__18_26_12.pcap.TCP_10-0-0-23_51615_192-229-233-25_443.pcap.Seconds_1446574800.pcap,4.0,16103.0,00:3e:e7:27:c0:10
10177.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-03__17_55_19.pcap.TCP_10-0-0-23_51371_192-229-233-25_443.pcap.Seconds_1446573000.pcap,4.0,16103.0,00:3e:e7:27:c1:10
10178.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-09__14_40_43.pcap.TCP_10-0-0-2_53446_104-244-43-7_443.pcap.Seconds_1447080000.pcap,4.0,16103.0,00:3e:e7:27:c2:10
10179.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-08__09_49_22.pcap.TCP_10-0-0-2_52602_192-229-233-25_443.pcap.Seconds_1446975600.pcap,4.0,16103.0,00:3e:e7:27:c3:10
10180.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-03__17_55_19.pcap.TCP_10-0-0-23_51364_212-179-154-237_443.pcap.Seconds_1446573000.pcap,4.0,13103.0,00:33:2f:27:c4:10
10181.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-08__09_49_22.pcap.TCP_10-0-0-2_52600_104-244-43-71_443.pcap.Seconds_1446975600.pcap,4.0,16103.0,00:3e:e7:27:c5:10
10182.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-03__18_26_12.pcap.TCP_10-0-0-23_51617_192-229-233-25_443.pcap.Seconds_1446574800.pcap,4.0,16103.0,00:3e:e7:27:c6:10
10183.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-09__14_40_09.pcap.TCP_10-0-0-2_53301_104-244-43-39_443.pcap.Seconds_1447080000.pcap,4.0,16103.0,00:3e:e7:27:c7:10
10184.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-03__17_55_19.pcap.TCP_10-0-0-23_51370_192-229-233-25_443.pcap.Seconds_1446573000.pcap,4.0,16103.0,00:3e:e7:27:c8:10
10185.0,d_hi_chrome,D_Infos-iMac.local_chrome_11-03__18_26_12.pcap.TCP_10-0-0-23_51614_192-229-233-25_443.pcap.Seconds_1446574800.pcap,4.0,16103.0,00:3e:e7:27:c9:10
