id,folder,fname,sample_type,label,modified_mac
0.0,w_hi_ff,W_Pc_ff_09-08__18_05_53.pcap.TCP_10-0-0-1_57176_131-253-34-240_443.pcap.Seconds_1441740600.pcap,4.0,14202.0,00:37:7a:00:00:10
1.0,w_hi_ff,W_Pc_ff_09-17__11_37_48.pcap.TCP_10-0-0-1_50199_104-79-219-231_443.pcap.Seconds_1442518800.pcap,4.0,14202.0,00:37:7a:00:01:10
2.0,w_hi_ff,W_IE11Win7_ff_11-22__07_06_56.pcap.TCP_10-0-2-15_57835_192-229-233-25_443.pcap.Seconds_1448241600.pcap,4.0,16202.0,00:3f:4a:00:02:10
3.0,w_hi_ff,W_IE11Win7_ff_11-22__07_06_56.pcap.TCP_10-0-2-15_62947_212-179-180-95_443.pcap.Seconds_1448266200.pcap,4.0,13202.0,00:33:92:00:03:10
4.0,w_hi_ff,W_Pc_ff_11-19__18_50_35.pcap.TCP_10-0-0-13_50688_104-244-43-7_443.pcap.Seconds_1447980000.pcap,4.0,16202.0,00:3f:4a:00:04:10
5.0,w_hi_ff,W_IE11Win7_ff_11-22__07_06_56.pcap.TCP_10-0-2-15_62989_134-170-115-62_443.pcap.Seconds_1448266200.pcap,4.0,14202.0,00:37:7a:00:05:10
6.0,w_hi_ff,W_Pc_ff_11-16__15_47_51.pcap.TCP_10-0-0-13_53223_104-244-42-200_443.pcap.Seconds_1447688400.pcap,4.0,16202.0,00:3f:4a:00:06:10
7.0,w_hi_ff,W_Pc_ff_09-17__11_37_48.pcap.TCP_10-0-0-1_62860_65-55-163-222_443.pcap.Seconds_1442511000.pcap,4.0,14202.0,00:37:7a:00:07:10
8.0,w_hi_ff,W_IE11Win7_ff_11-22__07_06_56.pcap.TCP_10-0-2-15_56704_192-229-233-25_443.pcap.Seconds_1448236200.pcap,4.0,16202.0,00:3f:4a:00:08:10
9.0,w_hi_ff,W_Pc_ff_09-09__19_35_26.pcap.TCP_10-0-0-1_58185_192-229-233-25_443.pcap.Seconds_1441827000.pcap,4.0,16202.0,00:3f:4a:00:09:10
10.0,w_hi_ff,W_Pc_ff_11-19__18_50_35.pcap.TCP_10-0-0-13_50476_191-232-139-253_443.pcap.Seconds_1447978800.pcap,4.0,14202.0,00:37:7a:00:0a:10
11.0,w_hi_ff,W_Pc_ff_10-15__21_45_20.pcap.TCP_10-0-0-20_53287_104-244-43-199_443.pcap.Seconds_1444979400.pcap,4.0,16202.0,00:3f:4a:00:0b:10
