,IP_port,complete_max,complete_min,complete_mean,complete_mad,complete_std,complete_var,complete_skew,complete_kurt,complete_pkt_num,complete_10per,complete_20per,complete_30per,complete_40per,complete_50per,complete_60per,complete_70per,complete_80per,complete_90per,out_max,out_min,out_mean,out_mad,out_std,out_var,out_skew,out_kurt,out_pkt_num,out_10per,out_20per,out_30per,out_40per,out_50per,out_60per,out_70per,out_80per,out_90per,in_max,in_min,in_mean,in_mad,in_std,in_var,in_skew,in_kurt,in_pkt_num,in_10per,in_20per,in_30per,in_40per,in_50per,in_60per,in_70per,in_80per,in_90per,protocol,flows_num,flow_length_mean,flow_pkt_num_mean,flow_duration_mean,ip1,ip2,ip3,ip4,graph_id
0,"('23.222.44.218', 443)",1398,52,1185.9643463497453,0.0,447.5069030421912,200262.42827041313,-1.8837794831369736,1.8148037305844715,110.0,1105.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,293,620,40,88.06143344709898,0.0,93.89869812307317,8816.965509208027,3.888521435063456,16.22897439489725,52.0,52.0,52.0,52.0,52.0,60.799999999999955,64.0,90.0,178.0,882,1398,40,821.2414965986394,0.0,635.6664647264362,404071.8543778055,-0.27374081927486515,-1.8618363301711156,52.0,52.0,64.0,265.20000000000164,1398.0,1398.0,1398.0,1398.0,1398.0,120722.5,1.5,0.7637626158259734,6,147.0,1,0.09019607843137255,0.8705882352941177,0.17254901960784313,0.8549019607843137,0
1,"('23.56.185.158', 443)",1398,52,324.48936170212767,45.96066877367366,473.8769421166273,224559.3562698053,1.5772743072771938,0.7322392353893759,52.0,52.0,52.0,55.20000000000002,83.0,110.0,204.0,321.0,1398.0,59,1398,40,198.64406779661016,0.0,348.37928691234606,121368.12754955472,2.5131950408205284,5.178004215770253,40.0,52.0,52.0,52.0,52.0,52.0,73.79999999999987,133.00000000000043,621.0,106,1398,40,254.4433962264151,11.860817748044816,413.55924218425196,171031.24679601277,2.0250944197474614,2.5504353766992987,52.0,52.0,52.0,52.0,52.0,60.0,106.5,310.0,1036.5,4495.166666666667,2.0,0.5773502691896257,6,17.666666666666668,1,0.09019607843137255,0.2196078431372549,0.7254901960784313,0.6196078431372549,0
2,"('18.184.40.88', 443)",1340,52,437.6666666666667,45.96066877367366,540.6672831891265,292321.1111111111,0.8682644887003259,-1.086166718458494,52.0,52.0,55.199999999999996,64.6,83.0,99.0,555.3999999999997,1050.2000000000003,1340.0,13,569,40,101.6923076923077,11.860817748044816,139.37243111969104,19424.674556213024,2.8690248538234266,6.74598845537801,40.0,44.800000000000004,52.0,52.0,52.0,52.0,55.19999999999999,73.80000000000004,159.00000000000006,22,1340,40,239.13636363636363,14.82602218505602,397.9333310372647,158350.93595041326,2.045394464757253,2.645503815096151,41.2,52.0,52.0,52.0,52.0,60.0,83.0,163.00000000000006,828.2000000000005,2630.5,1.5,0.5,2,11.0,1,0.07058823529411765,0.7215686274509804,0.1568627450980392,0.34509803921568627,0
3,"('185.64.189.244', 443)",1398,52,219.3939393939394,0.0,400.3230467777878,160258.54178145085,2.366136247843888,4.002717819361967,52.0,52.0,52.0,52.0,52.0,52.0,52.0,105.20000000000002,732.4000000000003,33,1398,52,769.4848484848485,0.0,653.8520415160252,427522.492194674,-0.10391179360193019,-1.9553537256616755,52.0,52.0,52.0,148.60000000000005,1398.0,1398.0,1398.0,1398.0,1398.0,66,1398,52,494.43939393939394,0.0,607.8984446880729,369540.51905417803,0.764060802697603,-1.35215468131318,52.0,52.0,52.0,52.0,52.0,110.0,1106.0,1398.0,1398.0,10877.666666666666,1.3333333333333333,0.4714045207910317,3,22.0,1,0.7254901960784313,0.25098039215686274,0.7411764705882353,0.9568627450980393,0
4,"('198.178.122.70', 8000)",1398,52,831.8333333333334,0.0,635.5166970443988,403881.47222222225,-0.24660527094677245,-1.910996424837701,52.0,80.40000000000002,156.59999999999997,269.4,1398.0,1398.0,1398.0,1398.0,1398.0,22,569,40,106.45454545454545,8.895613311033612,147.20725256118183,21669.975206611576,2.2501299492288274,3.444177747272522,40.0,40.0,40.0,40.0,46.0,52.0,52.0,83.20000000000002,349.1000000000006,40,1398,40,432.875,29.65204437011204,569.1162529527688,323893.309375,1.0349065023323218,-0.8092448371671521,40.0,40.0,52.0,52.0,60.0,125.39999999999995,401.69999999999976,1398.0,1398.0,17315.0,1.0,0.0,1,40.0,1,0.7764705882352941,0.6980392156862745,0.47843137254901963,0.27450980392156865,0
5,"('35.190.75.210', 443)",1398,52,1188.0384615384614,0.0,464.2614880538131,215538.72928994082,-1.8073471997221884,1.3694065791644938,152.50000000000009,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,34,569,52,84.8529411764706,0.0,98.6434853258533,9730.537197231835,3.8106088129280113,14.765239944681138,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.20000000000002,130.89999999999998,86,1398,52,751.8953488372093,613.7973184613192,651.995898636511,425098.6518388316,-0.04422937574219616,-1.9600335466796233,52.0,52.0,52.0,121.0,984.0,1398.0,1398.0,1398.0,1398.0,64663.0,1.0,0.0,1,86.0,1,0.13725490196078433,0.7450980392156863,0.29411764705882354,0.8235294117647058,0
6,"('18.184.20.181', 443)",1398,52,497.75,209.04691280928986,554.4695099822893,307436.4375,0.8122610759944116,-1.0557192592416802,52.0,52.0,52.800000000000004,58.4,193.0,389.6000000000001,612.1999999999998,1096.4000000000005,1398.0,11,569,52,111.0,0.0,147.3005585374833,21697.454545454544,2.6885187424084287,5.514789205927421,52.0,52.0,52.0,52.0,52.0,52.0,60.0,83.0,145.0,19,1398,52,273.8421052631579,0.0,422.45738036770854,178470.23822714676,1.940639863223041,2.370967421948368,52.0,52.0,52.0,52.0,52.0,60.0,120.19999999999997,423.20000000000005,794.7999999999995,5203.0,3.0,0.0,1,19.0,1,0.07058823529411765,0.7215686274509804,0.0784313725490196,0.7098039215686275,0
7,"('2.20.165.238', 443)",1398,52,1325.8830900781365,0.0,230.93356045730135,53330.309345486065,-3.696924333850221,13.750445551046216,1105.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1304,825,40,78.20092024539878,0.0,56.127356816460086,3150.2801832022287,4.577944936181949,38.610385295703814,52.0,52.0,52.0,52.0,52.0,64.0,64.0,80.0,181.0,8087,1398,40,1124.6987758130333,0.0,505.7449075272866,255777.91148978367,-1.4736345121448822,0.32785195676314816,64.0,812.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,2273859.75,2.25,1.0897247358851685,4,2021.75,1,0.00784313725490196,0.0784313725490196,0.6470588235294118,0.9333333333333333,0
8,"('35.190.29.187', 443)",1398,40,1048.0833333333333,0.0,557.2319796697482,310507.4791666667,-1.034730190372827,-0.8381126766133975,52.0,245.80000000000007,1373.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,74,265,52,82.54054054054055,0.0,64.43374749247502,4151.707815924032,1.9744018549502182,2.254702741190128,52.0,52.0,52.0,52.0,52.0,52.0,60.0,83.0,214.40000000000015,218,1398,40,720.3302752293578,421.05903005559094,644.6337635304332,415552.6890834104,0.06004491282361336,-1.9481211430570198,52.0,52.0,52.0,165.40000000000072,336.0,1398.0,1398.0,1398.0,1398.0,31406.4,1.0,0.0,5,43.6,1,0.13725490196078433,0.7450980392156863,0.11372549019607843,0.7333333333333333,0
9,"('153.120.13.158', 443)",1398,52,452.6,197.18609506124506,512.5991026133386,262757.83999999997,1.0224235221454676,-0.5038091252966117,52.0,52.0,57.6,60.0,185.0,403.9999999999999,561.2,758.8000000000002,1398.0,15,569,40,128.46666666666667,0.0,166.66367997323897,27776.782222222213,2.0318483598931034,2.33933379562223,52.0,52.0,52.0,52.0,52.0,55.2,60.0,102.0000000000001,383.79999999999984,25,1398,40,258.12,11.860817748044816,383.38516611887843,146984.18560000003,2.079820461253523,3.3693842155311104,52.0,52.0,52.0,52.0,60.0,60.0,158.99999999999972,525.8000000000001,587.0,2151.0,1.0,0.0,3,8.333333333333334,1,0.6,0.47058823529411764,0.050980392156862744,0.6196078431372549,0
