,source,target,weight,id
0,"('149.5.244.196', 443)","('93.184.220.66', 443)",1,0
1,"('149.5.244.196', 443)","('104.244.42.5', 443)",1,0
2,"('149.5.244.196', 443)","('23.2.214.183', 443)",1,0
3,"('149.5.244.196', 443)","('104.244.46.112', 443)",1,0
4,"('149.5.244.196', 443)","('95.211.229.246', 443)",1,0
5,"('149.5.244.196', 443)","('172.217.20.74', 443)",1,0
6,"('149.5.244.196', 443)","('54.230.14.231', 443)",1,0
7,"('149.5.244.196', 443)","('216.137.59.91', 443)",1,0
8,"('149.5.244.196', 443)","('216.58.211.110', 443)",1,0
9,"('149.5.244.196', 443)","('172.217.168.195', 443)",1,0
10,"('149.5.244.196', 443)","('31.13.64.21', 443)",1,0
11,"('149.5.244.196', 443)","('172.217.17.78', 443)",1,0
12,"('149.5.244.196', 443)","('93.184.220.29', 80)",1,0
13,"('149.5.244.196', 443)","('216.239.34.21', 443)",1,0
14,"('149.5.244.196', 443)","('23.0.46.254', 443)",1,0
15,"('149.5.244.196', 443)","('104.25.65.8', 443)",1,0
16,"('149.5.244.196', 443)","('104.17.47.107', 443)",1,0
17,"('149.5.244.196', 443)","('67.199.248.12', 443)",1,0
18,"('149.5.244.196', 443)","('23.56.185.246', 443)",1,0
19,"('149.5.244.196', 443)","('54.230.14.242', 443)",1,0
20,"('149.5.244.196', 443)","('208.67.222.222', 53)",1,0
21,"('149.5.244.196', 443)","('88.208.20.195', 443)",1,0
22,"('149.5.244.196', 443)","('68.232.35.133', 443)",1,0
23,"('149.5.244.196', 443)","('151.101.2.109', 443)",1,0
24,"('149.5.244.196', 443)","('23.222.57.239', 443)",1,0
25,"('149.5.244.196', 443)","('104.27.179.26', 443)",1,0
26,"('149.5.244.196', 443)","('104.20.71.110', 443)",1,0
27,"('149.5.244.196', 443)","('172.217.17.110', 443)",1,0
28,"('149.5.244.196', 443)","('172.217.17.68', 443)",1,0
29,"('149.5.244.196', 443)","('109.206.161.228', 443)",1,0
30,"('149.5.244.196', 443)","('67.199.248.10', 443)",1,0
31,"('149.5.244.196', 443)","('67.199.248.14', 443)",1,0
32,"('149.5.244.196', 443)","('216.137.59.170', 443)",1,0
33,"('149.5.244.196', 443)","('216.58.212.226', 443)",1,0
34,"('149.5.244.196', 443)","('104.24.5.33', 443)",1,0
35,"('149.5.244.196', 443)","('172.217.168.202', 443)",1,0
36,"('149.5.244.196', 443)","('87.250.251.119', 443)",1,0
37,"('149.5.244.196', 443)","('88.208.61.141', 443)",1,0
38,"('149.5.244.196', 443)","('23.222.58.15', 443)",1,0
39,"('149.5.244.196', 443)","('172.217.168.232', 443)",1,0
40,"('149.5.244.196', 443)","('192.229.133.150', 443)",1,0
41,"('149.5.244.196', 443)","('216.137.59.32', 443)",1,0
42,"('93.184.220.66', 443)","('104.244.42.5', 443)",2,0
43,"('93.184.220.66', 443)","('23.2.214.183', 443)",2,0
44,"('93.184.220.66', 443)","('104.244.46.112', 443)",2,0
45,"('93.184.220.66', 443)","('95.211.229.246', 443)",1,0
46,"('93.184.220.66', 443)","('172.217.20.74', 443)",3,0
47,"('93.184.220.66', 443)","('54.230.14.231', 443)",1,0
48,"('93.184.220.66', 443)","('216.137.59.91', 443)",1,0
49,"('93.184.220.66', 443)","('216.58.211.110', 443)",2,0
50,"('93.184.220.66', 443)","('172.217.168.195', 443)",3,0
51,"('93.184.220.66', 443)","('31.13.64.21', 443)",2,0
52,"('93.184.220.66', 443)","('172.217.17.78', 443)",1,0
53,"('93.184.220.66', 443)","('93.184.220.29', 80)",2,0
54,"('93.184.220.66', 443)","('216.239.34.21', 443)",1,0
55,"('93.184.220.66', 443)","('23.0.46.254', 443)",2,0
56,"('93.184.220.66', 443)","('104.25.65.8', 443)",1,0
57,"('93.184.220.66', 443)","('104.17.47.107', 443)",1,0
58,"('93.184.220.66', 443)","('67.199.248.12', 443)",1,0
59,"('93.184.220.66', 443)","('23.56.185.246', 443)",2,0
60,"('93.184.220.66', 443)","('54.230.14.242', 443)",1,0
61,"('93.184.220.66', 443)","('208.67.222.222', 53)",3,0
62,"('93.184.220.66', 443)","('88.208.20.195', 443)",1,0
63,"('93.184.220.66', 443)","('68.232.35.133', 443)",1,0
64,"('93.184.220.66', 443)","('151.101.2.109', 443)",1,0
65,"('93.184.220.66', 443)","('23.222.57.239', 443)",2,0
66,"('93.184.220.66', 443)","('104.27.179.26', 443)",1,0
67,"('93.184.220.66', 443)","('104.20.71.110', 443)",1,0
68,"('93.184.220.66', 443)","('172.217.17.110', 443)",2,0
69,"('93.184.220.66', 443)","('172.217.17.68', 443)",3,0
70,"('93.184.220.66', 443)","('109.206.161.228', 443)",1,0
71,"('93.184.220.66', 443)","('67.199.248.10', 443)",1,0
72,"('93.184.220.66', 443)","('67.199.248.14', 443)",2,0
73,"('93.184.220.66', 443)","('216.137.59.170', 443)",2,0
74,"('93.184.220.66', 443)","('216.58.212.226', 443)",2,0
75,"('93.184.220.66', 443)","('104.24.5.33', 443)",1,0
76,"('93.184.220.66', 443)","('172.217.168.202', 443)",1,0
77,"('93.184.220.66', 443)","('87.250.251.119', 443)",1,0
78,"('93.184.220.66', 443)","('88.208.61.141', 443)",1,0
79,"('93.184.220.66', 443)","('23.222.58.15', 443)",2,0
80,"('93.184.220.66', 443)","('172.217.168.232', 443)",2,0
81,"('93.184.220.66', 443)","('192.229.133.150', 443)",2,0
82,"('93.184.220.66', 443)","('216.137.59.32', 443)",1,0
83,"('104.244.42.5', 443)","('23.2.214.183', 443)",2,0
84,"('104.244.42.5', 443)","('104.244.46.112', 443)",2,0
85,"('104.244.42.5', 443)","('95.211.229.246', 443)",1,0
86,"('104.244.42.5', 443)","('172.217.20.74', 443)",2,0
87,"('104.244.42.5', 443)","('54.230.14.231', 443)",1,0
88,"('104.244.42.5', 443)","('216.137.59.91', 443)",1,0
89,"('104.244.42.5', 443)","('216.58.211.110', 443)",1,0
