,source,target,weight,id
0,"('109.201.156.11', 443)","('46.101.70.223', 443)",2,0
1,"('109.201.156.11', 443)","('172.217.17.67', 443)",2,0
2,"('109.201.156.11', 443)","('31.222.66.33', 443)",2,0
3,"('109.201.156.11', 443)","('172.217.20.74', 443)",2,0
4,"('109.201.156.11', 443)","('77.88.21.90', 443)",2,0
5,"('109.201.156.11', 443)","('50.7.125.54', 443)",2,0
6,"('109.201.156.11', 443)","('93.184.220.29', 80)",1,0
7,"('109.201.156.11', 443)","('87.98.171.190', 443)",1,0
8,"('109.201.156.11', 443)","('178.154.131.217', 443)",1,0
9,"('109.201.156.11', 443)","('172.217.17.40', 443)",1,0
10,"('109.201.156.11', 443)","('50.7.171.11', 443)",2,0
11,"('109.201.156.11', 443)","('95.163.95.9', 443)",2,0
12,"('109.201.156.11', 443)","('208.67.222.222', 53)",2,0
13,"('109.201.156.11', 443)","('95.163.95.29', 443)",1,0
14,"('109.201.156.11', 443)","('185.184.8.30', 443)",2,0
15,"('109.201.156.11', 443)","('95.163.95.149', 443)",2,0
16,"('109.201.156.11', 443)","('109.201.156.218', 443)",2,0
17,"('109.201.156.11', 443)","('172.217.17.68', 443)",2,0
18,"('109.201.156.11', 443)","('50.7.91.69', 443)",2,0
19,"('109.201.156.11', 443)","('216.58.211.98', 443)",1,0
20,"('109.201.156.11', 443)","('216.58.212.238', 443)",1,0
21,"('109.201.156.11', 443)","('95.163.95.110', 443)",1,0
22,"('109.201.156.11', 443)","('3.120.113.151', 443)",1,0
23,"('109.201.156.11', 443)","('92.122.148.173', 443)",1,0
24,"('109.201.156.11', 443)","('188.42.191.196', 443)",2,0
25,"('109.201.156.11', 443)","('159.253.176.36', 443)",1,0
26,"('109.201.156.11', 443)","('216.58.212.244', 443)",1,0
27,"('109.201.156.11', 443)","('172.217.20.98', 443)",1,0
28,"('109.201.156.11', 443)","('104.16.59.50', 443)",1,0
29,"('109.201.156.11', 443)","('147.135.139.37', 443)",2,0
30,"('109.201.156.11', 443)","('104.19.198.151', 443)",1,0
31,"('109.201.156.11', 443)","('172.217.168.194', 443)",1,0
32,"('46.101.70.223', 443)","('172.217.17.67', 443)",2,0
33,"('46.101.70.223', 443)","('31.222.66.33', 443)",2,0
34,"('46.101.70.223', 443)","('172.217.20.74', 443)",2,0
35,"('46.101.70.223', 443)","('77.88.21.90', 443)",2,0
36,"('46.101.70.223', 443)","('50.7.125.54', 443)",2,0
37,"('46.101.70.223', 443)","('93.184.220.29', 80)",1,0
38,"('46.101.70.223', 443)","('87.98.171.190', 443)",1,0
39,"('46.101.70.223', 443)","('178.154.131.217', 443)",1,0
40,"('46.101.70.223', 443)","('172.217.17.40', 443)",1,0
41,"('46.101.70.223', 443)","('50.7.171.11', 443)",2,0
42,"('46.101.70.223', 443)","('95.163.95.9', 443)",2,0
43,"('46.101.70.223', 443)","('208.67.222.222', 53)",2,0
44,"('46.101.70.223', 443)","('95.163.95.29', 443)",1,0
45,"('46.101.70.223', 443)","('185.184.8.30', 443)",2,0
46,"('46.101.70.223', 443)","('95.163.95.149', 443)",2,0
47,"('46.101.70.223', 443)","('109.201.156.218', 443)",2,0
48,"('46.101.70.223', 443)","('172.217.17.68', 443)",2,0
49,"('46.101.70.223', 443)","('50.7.91.69', 443)",2,0
