,source,target,weight,id
0,"('18.185.191.3', 443)","('64.210.135.68', 443)",1,0
1,"('18.185.191.3', 443)","('185.33.223.38', 443)",1,0
2,"('18.185.191.3', 443)","('178.250.0.162', 443)",1,0
3,"('18.185.191.3', 443)","('64.74.236.19', 443)",1,0
4,"('18.185.191.3', 443)","('66.155.71.150', 443)",1,0
5,"('18.185.191.3', 443)","('35.190.24.107', 443)",1,0
6,"('18.185.191.3', 443)","('151.101.1.253', 443)",1,0
7,"('18.185.191.3', 443)","('37.252.172.80', 443)",2,0
8,"('18.185.191.3', 443)","('52.212.134.12', 443)",1,0
9,"('18.185.191.3', 443)","('217.22.17.249', 443)",1,0
10,"('18.185.191.3', 443)","('216.58.211.110', 443)",1,0
11,"('18.185.191.3', 443)","('31.13.64.21', 443)",3,0
12,"('18.185.191.3', 443)","('37.252.172.40', 443)",1,0
13,"('18.185.191.3', 443)","('84.53.156.47', 443)",1,0
14,"('18.185.191.3', 443)","('172.217.168.195', 443)",1,0
15,"('18.185.191.3', 443)","('193.34.169.2', 443)",1,0
16,"('18.185.191.3', 443)","('178.250.2.151', 443)",1,0
17,"('18.185.191.3', 443)","('178.250.0.157', 443)",1,0
18,"('18.185.191.3', 443)","('193.34.169.17', 443)",1,0
19,"('18.185.191.3', 443)","('52.58.250.149', 443)",1,0
20,"('18.185.191.3', 443)","('193.34.169.9', 443)",1,0
21,"('18.185.191.3', 443)","('18.194.206.25', 443)",1,0
22,"('18.185.191.3', 443)","('192.132.33.27', 443)",1,0
23,"('18.185.191.3', 443)","('217.22.17.248', 443)",1,0
24,"('18.185.191.3', 443)","('147.75.102.200', 443)",1,0
25,"('18.185.191.3', 443)","('18.153.11.5', 443)",1,0
26,"('18.185.191.3', 443)","('208.67.222.222', 53)",4,0
27,"('18.185.191.3', 443)","('172.217.17.46', 443)",1,0
28,"('18.185.191.3', 443)","('151.101.2.49', 443)",1,0
29,"('18.185.191.3', 443)","('23.56.185.46', 443)",1,0
30,"('18.185.191.3', 443)","('193.34.169.16', 443)",1,0
31,"('18.185.191.3', 443)","('185.184.8.30', 443)",1,0
32,"('18.185.191.3', 443)","('23.196.246.126', 443)",1,0
33,"('18.185.191.3', 443)","('178.250.2.130', 443)",1,0
34,"('18.185.191.3', 443)","('88.221.176.116', 443)",4,0
35,"('18.185.191.3', 443)","('31.13.64.35', 443)",3,0
36,"('18.185.191.3', 443)","('172.217.17.68', 443)",3,0
37,"('18.185.191.3', 443)","('23.56.184.10', 443)",1,0
38,"('18.185.191.3', 443)","('172.217.168.206', 443)",1,0
39,"('18.185.191.3', 443)","('188.40.115.111', 443)",1,0
40,"('18.185.191.3', 443)","('18.185.210.134', 443)",1,0
41,"('18.185.191.3', 443)","('104.18.98.194', 443)",1,0
42,"('18.185.191.3', 443)","('35.227.197.177', 443)",1,0
43,"('18.185.191.3', 443)","('37.157.4.41', 443)",1,0
44,"('18.185.191.3', 443)","('193.34.169.37', 443)",1,0
45,"('18.185.191.3', 443)","('52.46.130.13', 443)",1,0
46,"('18.185.191.3', 443)","('52.28.36.252', 443)",1,0
47,"('18.185.191.3', 443)","('216.58.212.226', 443)",1,0
48,"('18.185.191.3', 443)","('239.255.255.250', 1900)",2,0
49,"('18.185.191.3', 443)","('54.88.199.196', 443)",1,0
50,"('18.185.191.3', 443)","('35.240.53.229', 443)",1,0
51,"('18.185.191.3', 443)","('185.29.135.190', 443)",1,0
52,"('18.185.191.3', 443)","('172.217.168.232', 443)",2,0
53,"('18.185.191.3', 443)","('13.107.21.200', 443)",1,0
54,"('18.185.191.3', 443)","('34.255.28.155', 443)",1,0
55,"('18.185.191.3', 443)","('77.238.185.35', 443)",1,0
56,"('18.185.191.3', 443)","('88.212.201.208', 443)",1,0
57,"('64.210.135.68', 443)","('185.33.223.38', 443)",1,0
58,"('64.210.135.68', 443)","('178.250.0.162', 443)",2,0
59,"('64.210.135.68', 443)","('64.74.236.19', 443)",1,0
60,"('64.210.135.68', 443)","('66.155.71.150', 443)",1,0
61,"('64.210.135.68', 443)","('35.190.24.107', 443)",1,0
62,"('64.210.135.68', 443)","('151.101.1.253', 443)",1,0
63,"('64.210.135.68', 443)","('37.252.172.80', 443)",1,0
64,"('64.210.135.68', 443)","('52.212.134.12', 443)",1,0
65,"('64.210.135.68', 443)","('217.22.17.249', 443)",3,0
66,"('64.210.135.68', 443)","('216.58.211.110', 443)",2,0
67,"('64.210.135.68', 443)","('31.13.64.21', 443)",2,0
68,"('64.210.135.68', 443)","('37.252.172.40', 443)",1,0
69,"('64.210.135.68', 443)","('84.53.156.47', 443)",3,0
70,"('64.210.135.68', 443)","('172.217.168.195', 443)",2,0
71,"('64.210.135.68', 443)","('193.34.169.2', 443)",1,0
72,"('64.210.135.68', 443)","('178.250.2.151', 443)",1,0
